TC,DOXY,pH,PSAL,Pres,U0,PAR,NEP
NaN,0,1.80855330711438e-12,0.0020765533405519,0.989364626584442,0.061873360968333,0.000352309506152615,9.18605059532229e-05
6.80090943842027e-05,NaN,0.00616427125830832,0.0178538379368069,0.577069993456961,0.0361850167415889,0.0110307740138899,4.56517394997746e-08
0.00188991172308239,4.44089209850063e-16,NaN,0.0377051663092196,0.318670108782507,0.0682379878606008,0.184680926094748,9.2833484233168e-09
0.034762816453475,3.42038153910984e-06,0.0289380649088611,NaN,0.407161186965018,3.07093049178864e-06,0.0108557860494426,0.070019330349431
9.93926663167555e-05,0.01283704924652,0.00018811499008109,6.09395005468638e-06,NaN,0.000404544058065337,0.165916157411718,0.472221004800465
0.528405770484625,0.0845395781730141,0.016823465489243,0.913962510374293,0.45411243046241,NaN,0.708474834621069,0.244526959478112
2.09026981412563e-06,2.63293321089986e-06,0.0189008267426312,0.0430238794026504,0.0630061194413831,0.969709366981079,NaN,0.0074033523277629
3.0305750242654e-08,9.23633231791898e-05,0.00225883558440831,8.80545855763692e-06,0.466581750432566,0.000269700944880324,1.64406198654987e-07,NaN
