DOXY,moon,Pres300,Pres500,Wind
NaN,0.949389421868746,0.0293992426855719,0.539788349933012,0.836673464318145
0.386778726446043,NaN,0.737464837730017,0.946697999971168,0.11642870405122
0.773210906928288,0.89886068285243,NaN,1.39460817846215e-05,0.441069541169152
0.76174216114159,0.942212740509537,0.168193422043405,NaN,0.51244531229449
0.219557113195778,0.401646140100763,0.632922905652271,0.847388598672834,NaN
