DOXY,moon,Pres300,Pres500,Wind
NaN,0.416475422625275,0.0428272975899353,0.576155606307212,0.000167200296344316
0.535008044495058,NaN,0.459656677314479,0.912994056919122,0.806091433355854
0.0437166698713898,0.817457718460131,NaN,0.182548336659518,4.60702365145949e-10
0.715048121785747,0.936404472114475,0.295797612113763,NaN,0.0484222399474933
0.830507123351505,0.93189774521206,0.648318073144113,0.645691205349167,NaN
