SENS_ID	SDN	TC	COND	O2	O2satper	pHinsitu	ORP	Vbatt	VpH	COVER
3	9/17/11 16:00	27.42	59200	6.24	98.6	8.2	149	12.06	-96.94	3
3	9/17/11 16:05	27.44	59160	6.27	99.1	8.2	149	12.06	-97.02	3
3	9/17/11 16:10	27.38	59220	6.27	99.1	8.2	149	12.07	-96.82	3
3	9/17/11 16:15	27.37	59150	6.24	98.5	8.2	149	12.04	-96.89	3
3	9/17/11 16:20	27.37	59150	6.28	99.2	8.2	150	12.06	-96.77	3
3	9/17/11 16:25	27.37	59130	6.26	98.8	8.2	150	12.04	-96.79	3
3	9/17/11 16:30	27.31	59310	6.27	98.9	8.2	150	12.04	-96.92	3
3	9/17/11 16:35	27.29	59170	6.25	98.5	8.2	150	12.06	-96.88	3
3	9/17/11 16:40	27.33	59100	6.26	98.8	8.2	150	12	-96.81	3
3	9/17/11 16:45	27.29	59290	6.25	98.6	8.2	150	12.04	-96.91	3
3	9/17/11 16:50	27.27	59170	6.22	98	8.2	150	12.02	-96.4	3
3	9/17/11 16:55	27.23	59110	6.16	97	8.2	150	12.02	-96.5	3
3	9/17/11 17:00	27.25	59080	6.18	97.4	8.2	150	12.04	-96.76	3
3	9/17/11 17:05	27.21	59310	6.19	97.5	8.2	150	12.02	-96.64	3
3	9/17/11 17:10	27.17	59190	6.18	97.2	8.2	150	11.99	-96.61	3
3	9/17/11 17:15	27.17	59200	6.17	97	8.2	150	11.97	-96.56	3
3	9/17/11 17:20	27.15	59040	6.11	96.1	8.2	150	11.99	-96.41	3
3	9/17/11 17:25	27.15	59140	6.09	95.8	8.2	150	11.97	-96.42	3
3	9/17/11 17:30	27.12	59210	6.08	95.6	8.2	150	12	-96.39	3
3	9/17/11 17:35	27.09	59190	6.05	95.1	8.2	151	11.97	-96.23	3
3	9/17/11 17:40	27.09	59210	5.99	94.1	8.19	150	11.99	-95.98	3
3	9/17/11 17:45	27.07	59210	5.97	93.9	8.2	150	11.97	-96.11	3
3	9/17/11 17:50	27.05	59220	5.94	93.3	8.19	150	11.97	-95.93	3
3	9/17/11 17:55	27.04	59190	5.88	92.3	8.19	150	11.97	-95.82	3
3	9/17/11 18:00	27.03	59070	5.89	92.5	8.19	150	11.97	-95.73	3
3	9/17/11 18:05	27.04	59290	5.86	92.1	8.19	150	11.95	-95.65	3
3	9/17/11 18:10	27.01	59080	5.79	90.9	8.19	151	11.95	-95.54	3
3	9/17/11 18:15	26.98	59110	5.74	90	8.19	151	11.95	-95.39	3
3	9/17/11 18:20	26.98	59150	5.69	89.2	8.19	151	11.95	-95.18	3
3	9/17/11 18:25	26.95	59160	5.66	88.7	8.18	151	11.95	-95.17	3
3	9/17/11 18:30	26.92	59130	5.61	87.9	8.18	150	11.94	-94.86	3
3	9/17/11 18:35	26.91	59180	5.55	87	8.18	150	11.94	-94.74	3
3	9/17/11 18:40	26.92	59180	5.52	86.5	8.18	150	11.94	-94.63	3
3	9/17/11 18:45	26.89	59290	5.46	85.5	8.18	150	11.92	-94.46	3
3	9/17/11 18:50	26.89	59210	5.41	84.7	8.18	150	11.9	-94.44	3
3	9/17/11 18:55	26.88	59130	5.38	84.2	8.17	150	11.9	-94.33	3
3	9/17/11 19:00	26.88	59060	5.33	83.4	8.17	150	11.9	-94.17	3
3	9/17/11 19:05	26.86	59160	5.32	83.2	8.17	150	11.92	-94.2	3
3	9/17/11 19:10	26.84	59200	5.26	82.3	8.17	149	11.92	-93.89	3
3	9/17/11 19:15	26.83	59220	5.21	81.6	8.17	149	11.89	-93.95	3
3	9/17/11 19:20	26.83	59150	5.19	81.2	8.17	149	11.89	-93.72	3
3	9/17/11 19:25	26.8	59220	5.15	80.6	8.16	149	11.89	-93.45	3
3	9/17/11 19:30	26.81	59100	5.12	80	8.16	149	11.9	-93.54	3
3	9/17/11 19:35	26.8	59180	5.09	79.5	8.16	149	11.87	-93.4	3
3	9/17/11 19:40	26.78	59110	5.08	79.4	8.16	149	11.89	-93.42	3
3	9/17/11 19:45	26.78	59230	5.08	79.4	8.16	149	11.89	-93.11	3
3	9/17/11 19:50	26.78	59200	5.07	79.3	8.16	149	11.87	-93.16	3
3	9/17/11 19:55	26.77	59160	5.02	78.5	8.16	148	11.87	-92.87	3
3	9/17/11 20:00	26.75	59230	5.05	79	8.16	148	11.87	-92.93	3
3	9/17/11 20:05	26.75	59250	5.03	78.7	8.16	148	11.87	-92.89	3
3	9/17/11 20:10	26.76	59000	5	78.1	8.16	148	11.87	-92.79	3
3	9/17/11 20:15	26.74	59160	4.98	77.9	8.15	148	11.87	-92.57	3
3	9/17/11 20:20	26.75	59130	4.94	77.2	8.15	148	11.83	-92.64	3
3	9/17/11 20:25	26.73	59070	4.94	77.2	8.15	148	11.83	-92.61	3
3	9/17/11 20:30	26.73	59080	4.96	77.4	8.16	148	11.83	-92.7	3
3	9/17/11 20:35	26.73	59060	4.91	76.7	8.15	148	11.87	-92.47	3
3	9/17/11 20:40	26.72	59130	4.91	76.7	8.15	148	11.83	-92.36	3
3	9/17/11 20:45	26.73	59260	4.85	75.8	8.15	148	11.83	-92.26	3
3	9/17/11 20:50	26.74	59050	4.88	76.2	8.15	148	11.83	-92.11	3
3	9/17/11 20:55	26.74	59120	4.84	75.6	8.15	147	11.83	-91.98	3
3	9/17/11 21:00	26.74	59210	4.88	76.3	8.15	147	11.82	-92.15	3
3	9/17/11 21:05	26.73	59090	4.88	76.1	8.15	147	11.85	-92.19	3
3	9/17/11 21:10	26.73	59210	4.89	76.4	8.15	148	11.83	-92.1	3
3	9/17/11 21:15	26.73	59170	4.87	76.1	8.15	148	11.83	-91.88	3
3	9/17/11 21:20	26.72	59230	4.81	75.1	8.15	148	11.8	-91.91	3
3	9/17/11 21:25	26.71	59120	4.81	75.1	8.14	147	11.8	-91.79	3
3	9/17/11 21:30	26.72	58990	4.76	74.3	8.14	148	11.82	-91.78	3
3	9/17/11 21:35	26.72	59180	4.77	74.5	8.14	148	11.83	-91.54	3
3	9/17/11 21:40	26.71	59300	4.78	74.7	8.14	148	11.82	-91.76	3
3	9/17/11 21:45	26.71	59150	4.74	74	8.14	148	11.8	-91.59	3
3	9/17/11 21:50	26.71	59200	4.73	73.8	8.14	148	11.82	-91.51	3
3	9/17/11 21:55	26.7	59110	4.76	74.3	8.14	148	11.8	-91.61	3
3	9/17/11 22:00	26.7	59100	4.74	74	8.14	148	11.8	-91.58	3
3	9/17/11 22:05	26.7	59190	4.69	73.2	8.14	148	11.8	-91.52	3
3	9/17/11 22:10	26.7	59200	4.66	72.8	8.14	148	11.8	-91.36	3
3	9/17/11 22:15	26.7	59230	4.65	72.7	8.14	148	11.78	-91.38	3
3	9/17/11 22:20	26.7	59290	4.67	72.9	8.14	148	11.78	-91.45	3
3	9/17/11 22:25	26.7	59190	4.67	73	8.14	148	11.77	-91.33	3
3	9/17/11 22:30	26.69	59090	4.69	73.2	8.14	148	11.78	-91.35	3
3	9/17/11 22:35	26.69	58960	4.65	72.6	8.14	148	11.77	-91.06	3
3	9/17/11 22:40	26.69	59140	4.62	72.1	8.13	148	11.78	-91.05	3
3	9/17/11 22:45	26.68	59010	4.61	72	8.14	148	11.77	-91.14	3
3	9/17/11 22:50	26.68	59260	4.63	72.3	8.14	148	11.68	-91.08	3
3	9/17/11 22:55	26.68	59140	4.59	71.7	8.13	148	11.77	-90.95	3
3	9/17/11 23:00	26.67	59290	4.58	71.4	8.13	148	11.77	-90.85	3
3	9/17/11 23:05	26.67	59230	4.56	71.2	8.13	148	11.75	-90.98	3
3	9/17/11 23:10	26.66	59120	4.57	71.3	8.13	148	11.77	-90.95	3
3	9/17/11 23:15	26.66	59220	4.59	71.6	8.13	148	11.75	-90.94	3
3	9/17/11 23:20	26.66	59260	4.6	71.8	8.13	148	11.77	-90.9	3
3	9/17/11 23:25	26.65	59250	4.62	72	8.13	148	11.75	-90.96	3
3	9/17/11 23:30	26.64	59090	4.62	72	8.13	148	11.75	-90.83	3
3	9/17/11 23:35	26.64	59080	4.58	71.4	8.13	148	11.75	-90.67	3
3	9/17/11 23:40	26.64	59160	4.6	71.8	8.13	148	11.75	-90.81	3
3	9/17/11 23:45	26.63	59190	4.62	72	8.13	148	11.73	-90.83	3
3	9/17/11 23:50	26.63	59180	4.62	72	8.13	148	11.75	-90.71	3
3	9/17/11 23:55	26.63	59250	4.62	72	8.13	148	11.73	-90.79	3
3	9/18/11 0:00	26.62	59140	4.63	72.3	8.13	148	11.73	-90.77	3
3	9/18/11 0:05	26.62	59110	4.6	71.7	8.13	148	11.72	-90.63	3
3	9/18/11 0:10	26.62	59130	4.59	71.5	8.13	148	11.66	-90.56	3
3	9/18/11 0:15	26.62	59120	4.59	71.5	8.13	148	11.72	-90.64	3
3	9/18/11 0:20	26.61	59220	4.59	71.6	8.13	148	11.73	-90.63	3
3	9/18/11 0:25	26.6	59070	4.6	71.7	8.13	148	11.73	-90.61	3
3	9/18/11 0:30	26.6	59310	4.62	72	8.13	147	11.7	-90.7	3
3	9/18/11 0:35	26.6	59220	4.65	72.5	8.13	145	11.72	-90.69	3
3	9/18/11 0:40	26.6	59310	4.66	72.7	8.13	146	11.72	-90.63	3
3	9/18/11 0:45	26.59	59180	4.61	71.9	8.13	146	11.7	-90.45	3
3	9/18/11 0:50	26.59	59250	4.63	72.2	8.13	147	11.7	-90.65	3
3	9/18/11 0:55	26.59	59150	4.63	72.1	8.13	147	11.7	-90.56	3
3	9/18/11 1:00	26.58	59030	4.68	72.8	8.13	148	11.7	-90.76	3
3	9/18/11 1:05	26.58	59150	4.69	73.1	8.13	148	11.72	-90.77	3
3	9/18/11 1:10	26.58	59110	4.68	72.9	8.13	148	11.7	-90.69	3
3	9/18/11 1:15	26.57	59220	4.68	72.9	8.13	148	11.7	-90.76	3
3	9/18/11 1:20	26.57	59080	4.71	73.4	8.13	149	11.7	-90.85	3
3	9/18/11 1:25	26.57	59170	4.7	73.2	8.13	149	11.7	-90.71	3
3	9/18/11 1:30	26.56	59060	4.68	72.8	8.13	149	11.68	-90.68	3
3	9/18/11 1:35	26.56	59270	4.72	73.5	8.13	149	11.68	-90.91	3
3	9/18/11 1:40	26.56	59310	4.72	73.6	8.13	149	11.7	-90.83	3
3	9/18/11 1:45	26.55	59150	4.76	74.2	8.14	149	11.68	-90.96	3
3	9/18/11 1:50	26.55	59280	4.76	74.2	8.14	150	11.68	-91	3
3	9/18/11 1:55	26.55	59210	4.77	74.2	8.14	150	11.66	-90.93	3
3	9/18/11 2:00	26.56	59130	4.74	73.8	8.13	150	11.68	-90.8	3
3	9/18/11 2:05	26.55	59250	4.79	74.7	8.14	150	11.68	-91.03	3
3	9/18/11 2:10	26.55	59060	4.76	74.1	8.13	150	11.68	-90.93	3
3	9/18/11 2:15	26.55	59100	4.79	74.5	8.14	150	11.66	-90.95	3
3	9/18/11 2:20	26.55	59080	4.79	74.5	8.13	150	11.66	-90.92	3
3	9/18/11 2:25	26.56	59070	4.8	74.7	8.14	150	11.66	-90.95	3
3	9/18/11 2:30	26.56	59140	4.81	74.9	8.14	150	11.65	-91.02	3
3	9/18/11 2:35	26.55	59130	4.81	74.9	8.14	150	11.66	-90.97	3
3	9/18/11 2:40	26.55	59050	4.79	74.5	8.14	150	11.65	-90.89	3
3	9/18/11 2:45	26.55	59130	4.82	75.1	8.14	150	11.63	-91.06	3
3	9/18/11 2:50	26.55	59120	4.82	75	8.14	150	11.66	-90.94	3
3	9/18/11 2:55	26.56	59140	4.8	74.7	8.13	150	11.66	-90.83	3
3	9/18/11 3:00	26.56	59220	4.78	74.5	8.13	149	11.63	-90.83	3
3	9/18/11 3:05	26.55	59130	4.79	74.6	8.14	149	11.65	-90.92	3
3	9/18/11 3:10	26.55	59150	4.79	74.6	8.13	149	11.65	-90.86	3
3	9/18/11 3:15	26.54	59120	4.77	74.3	8.13	149	11.63	-90.81	3
3	9/18/11 3:20	26.54	59180	4.78	74.5	8.13	149	11.65	-90.9	3
3	9/18/11 3:25	26.54	59200	4.81	74.9	8.13	150	11.63	-90.9	3
3	9/18/11 3:30	26.54	59200	4.78	74.5	8.13	150	11.63	-90.78	3
3	9/18/11 3:35	26.54	59320	4.78	74.4	8.13	150	11.63	-90.77	3
3	9/18/11 3:40	26.54	59120	4.79	74.5	8.13	150	11.63	-90.72	3
3	9/18/11 3:45	26.54	59200	4.76	74.1	8.13	150	11.63	-90.66	3
3	9/18/11 3:50	26.53	59100	4.77	74.3	8.13	150	11.63	-90.8	3
3	9/18/11 3:55	26.54	59070	4.76	74.1	8.13	150	11.63	-90.54	3
3	9/18/11 4:00	26.53	59230	4.76	74.2	8.13	150	11.61	-90.68	3
3	9/18/11 4:05	26.52	59080	4.78	74.3	8.13	150	11.6	-90.74	3
3	9/18/11 4:10	26.53	59170	4.76	74	8.13	150	11.6	-90.55	3
3	9/18/11 4:15	26.53	59170	4.73	73.6	8.13	150	11.63	-90.49	3
3	9/18/11 4:20	26.53	59170	4.74	73.7	8.13	150	11.61	-90.52	3
3	9/18/11 4:25	26.52	59190	4.74	73.7	8.13	150	11.61	-90.42	3
3	9/18/11 4:30	26.52	59250	4.7	73.2	8.13	150	11.6	-90.36	3
3	9/18/11 4:35	26.52	59250	4.7	73.1	8.13	150	11.61	-90.26	3
3	9/18/11 4:40	26.52	59060	4.73	73.6	8.13	150	11.61	-90.4	3
3	9/18/11 4:45	26.52	59030	4.74	73.7	8.13	150	11.61	-90.44	3
3	9/18/11 4:50	26.51	59150	4.73	73.6	8.13	150	11.6	-90.31	3
3	9/18/11 4:55	26.52	59110	4.7	73.1	8.13	149	11.6	-90.19	3
3	9/18/11 5:00	26.51	59290	4.69	73	8.13	149	11.6	-90.14	3
3	9/18/11 5:05	26.52	59110	4.63	72	8.12	149	11.6	-89.7	3
3	9/18/11 5:10	26.52	59250	4.61	71.8	8.12	149	11.58	-89.85	3
3	9/18/11 5:15	26.53	59210	4.56	71.1	8.11	147	11.58	-88.92	3
3	9/18/11 5:20	26.51	59120	4.62	71.8	8.11	147	11.58	-88.91	3
3	9/18/11 5:25	26.5	59150	4.65	72.3	8.12	147	11.58	-89.99	3
3	9/18/11 5:30	26.5	59240	4.66	72.5	8.13	147	11.6	-90.06	3
3	9/18/11 5:35	26.5	59150	4.65	72.3	8.12	146	11.56	-89.96	3
3	9/18/11 5:40	26.49	59010	4.66	72.5	8.13	148	11.56	-90.06	3
3	9/18/11 5:45	26.49	59390	4.66	72.6	8.12	149	11.56	-90.08	3
3	9/18/11 5:50	26.49	59070	4.67	72.6	8.12	149	11.58	-89.98	3
3	9/18/11 5:55	26.48	59100	4.66	72.5	8.12	149	11.56	-89.93	3
3	9/18/11 6:00	26.48	59240	4.64	72.1	8.12	149	11.58	-89.78	3
3	9/18/11 6:05	26.48	59140	4.61	71.7	8.12	149	11.48	-89.83	3
3	9/18/11 6:10	26.47	59320	4.61	71.8	8.12	149	11.58	-89.77	3
3	9/18/11 6:15	26.48	59040	4.59	71.4	8.09	149	11.56	-87.58	3
3	9/18/11 6:20	26.46	59280	4.54	70.7	8.12	149	11.55	-89.47	3
3	9/18/11 6:25	26.46	59050	4.49	69.8	8.12	148	11.55	-89.26	3
3	9/18/11 6:30	26.46	59140	4.47	69.6	8.12	148	11.56	-89.3	3
3	9/18/11 6:35	26.45	59230	4.41	68.5	8.11	147	11.55	-89.03	3
3	9/18/11 6:40	26.44	59070	4.46	69.4	8.11	147	11.53	-89.22	3
3	9/18/11 6:45	26.45	59110	4.33	67.4	8.11	147	11.56	-89.01	3
3	9/18/11 6:50	26.45	59200	4.42	68.7	8.1	147	11.56	-88.2	3
3	9/18/11 6:55	26.43	59110	4.5	70	8.11	147	11.56	-89.04	3
3	9/18/11 7:00	26.46	59080	4.48	69.6	8.11	147	11.55	-89	3
3	9/18/11 7:05	26.42	59190	4.52	70.2	8.11	147	11.56	-89.1	3
3	9/18/11 7:10	26.43	59090	4.49	69.7	8.12	147	11.55	-89.22	3
3	9/18/11 7:15	26.43	59170	4.48	69.6	8.11	147	11.53	-89.09	3
3	9/18/11 7:20	26.43	59190	4.52	70.2	8.11	147	11.51	-89.11	3
3	9/18/11 7:25	26.42	59110	4.58	71.1	8.11	147	11.53	-89.08	3
3	9/18/11 7:30	26.42	59210	4.6	71.5	8.12	148	11.49	-89.33	3
3	9/18/11 7:35	26.43	59230	4.57	71.1	8.11	147	11.53	-89.07	3
3	9/18/11 7:40	26.46	59260	4.56	71	8.11	148	11.53	-88.88	3
3	9/18/11 7:45	26.42	59060	4.64	72	8.12	148	11.55	-89.46	3
3	9/18/11 7:50	26.42	59010	4.67	72.6	8.12	148	11.53	-89.44	3
3	9/18/11 7:55	26.43	59170	4.68	72.8	8.12	148	11.53	-89.45	3
3	9/18/11 8:00	26.43	59060	4.67	72.5	8.12	148	11.53	-89.36	3
3	9/18/11 8:05	26.44	59220	4.68	72.8	8.12	148	11.51	-89.3	3
3	9/18/11 8:10	26.48	59200	4.67	72.7	8.12	147	11.53	-89.37	3
3	9/18/11 8:15	26.46	59170	4.75	73.8	8.12	147	11.49	-89.71	3
3	9/18/11 8:20	26.46	59280	4.76	74.1	8.12	148	11.53	-89.58	3
3	9/18/11 8:25	26.49	59170	4.82	75	8.12	148	11.51	-89.98	3
3	9/18/11 8:30	26.5	59180	4.85	75.4	8.13	147	11.49	-90.19	3
3	9/18/11 8:35	26.52	59190	4.9	76.2	8.13	147	11.49	-90.1	3
3	9/18/11 8:40	26.54	59130	4.94	76.9	8.13	147	11.49	-90.21	3
3	9/18/11 8:45	26.61	59130	4.95	77.2	8.13	146	11.53	-90.52	3
3	9/18/11 8:50	26.59	59200	5.03	78.4	8.13	146	11.53	-90.53	3
3	9/18/11 8:55	26.62	59190	5.04	78.6	8.13	146	11.49	-90.54	3
3	9/18/11 9:00	26.66	59120	5.16	80.5	8.14	146	11.51	-91.17	3
3	9/18/11 9:05	26.68	59170	5.23	81.6	8.14	145	11.49	-91.33	3
3	9/18/11 9:10	26.7	59270	5.24	81.8	8.14	145	11.48	-91.36	3
3	9/18/11 9:15	26.75	59200	5.34	83.5	8.14	144	11.51	-91.7	3
3	9/18/11 9:20	26.78	59100	5.44	85	8.15	144	11.49	-91.88	3
3	9/18/11 9:25	26.83	59210	5.47	85.7	8.15	144	11.49	-92.04	3
3	9/18/11 9:30	26.87	59260	5.56	87.1	8.15	144	11.49	-92.15	3
3	9/18/11 9:35	26.91	59080	5.65	88.5	8.15	144	11.49	-92.36	3
3	9/18/11 9:40	26.93	59080	5.69	89.2	8.15	144	11.49	-92.5	3
3	9/18/11 9:45	26.95	59240	5.73	89.8	8.15	144	11.48	-92.42	3
3	9/18/11 9:50	26.98	59270	5.77	90.6	8.16	144	11.49	-92.57	3
3	9/18/11 9:55	27	59160	5.82	91.3	8.16	144	11.48	-92.75	3
3	9/18/11 10:00	27.02	59370	5.91	92.9	8.16	144	11.48	-92.82	3
3	9/18/11 10:05	27.02	59040	5.97	93.6	8.15	144	11.49	-92.46	3
3	9/18/11 10:10	27.05	59110	5.98	93.9	8.16	144	11.49	-93.09	3
3	9/18/11 10:15	27.08	59210	6.1	95.9	8.16	144	11.49	-93.38	3
3	9/18/11 10:20	27.11	59340	6.12	96.3	8.17	144	11.46	-93.5	3
3	9/18/11 10:25	27.14	59290	6.09	95.8	8.16	144	11.49	-93.25	3
3	9/18/11 10:30	27.15	59170	6.23	98	8.16	144	11.48	-93.4	3
3	9/18/11 10:35	27.13	59220	6.31	99.3	8.16	144	11.46	-92.65	3
3	9/18/11 10:40	27.19	59130	6.38	100.4	8.17	144	11.49	-93.74	3
3	9/18/11 10:45	27.21	59250	6.42	101.2	8.17	145	11.48	-93.86	3
3	9/18/11 10:50	27.22	59210	6.42	101.1	8.17	145	11.48	-93.86	3
3	9/18/11 10:55	27.19	59280	6.5	102.4	8.17	145	11.46	-94.09	3
3	9/18/11 11:00	27.21	59230	6.56	103.3	8.17	145	11.48	-94.18	3
3	9/18/11 11:05	27.24	59150	6.58	103.7	8.18	145	11.46	-94.36	3
3	9/18/11 11:10	27.22	59070	6.61	104.1	8.18	145	11.48	-94.31	3
3	9/18/11 11:15	27.28	59180	6.68	105.3	8.18	146	11.46	-94.25	3
3	9/18/11 11:20	27.28	59280	6.73	106	8.18	146	11.46	-94.59	3
3	9/18/11 11:25	27.26	59170	6.79	107	8.18	147	11.48	-94.71	3
3	9/18/11 11:30	27.27	59100	6.77	106.7	8.18	147	11.46	-94.67	3
3	9/18/11 11:35	27.27	59120	6.73	106.1	8.18	148	11.46	-94.63	3
3	9/18/11 11:40	27.28	59160	6.84	107.8	8.18	148	11.46	-94.82	3
3	9/18/11 11:45	27.27	59200	6.85	108	8.18	148	11.46	-94.85	3
3	9/18/11 11:50	27.29	59280	6.9	108.8	8.18	149	11.46	-94.92	3
3	9/18/11 11:55	27.3	59190	6.96	109.7	8.18	149	11.43	-94.95	3
3	9/18/11 12:00	27.31	59220	6.94	109.4	8.18	148	11.46	-94.94	3
3	9/18/11 12:05	27.31	59270	7	110.4	8.19	148	11.36	-95.15	3
3	9/18/11 12:10	27.3	59190	6.98	110.1	8.18	148	11.43	-94.34	3
3	9/18/11 12:15	27.31	59120	7.02	110.6	8.19	147	11.43	-95.16	3
3	9/18/11 12:20	27.32	59180	7.02	110.7	8.19	147	11.44	-95.23	3
3	9/18/11 12:25	27.32	59130	7.03	110.9	8.17	147	11.44	-94.06	3
3	9/18/11 12:30	27.33	59230	7.02	110.8	8.18	146	11.44	-94.9	3
3	9/18/11 12:35	27.3	59180	7.03	110.8	8.19	146	11.36	-95.36	3
3	9/18/11 12:40	27.34	59210	7.04	111.1	8.19	146	11.36	-95.5	3
3	9/18/11 12:45	27.34	59150	7.04	111.1	8.19	146	11.44	-95.43	3
3	9/18/11 12:50	27.31	59250	7.05	111.1	8.19	146	11.43	-95.24	3
3	9/18/11 12:55	27.34	59200	6.99	110.3	8.19	145	11.43	-95.35	3
3	9/18/11 13:00	27.34	59260	6.98	110.1	8.19	145	11.43	-95.44	3
3	9/18/11 13:05	27.32	59190	7.05	111.2	8.19	145	11.43	-95.47	3
3	9/18/11 13:10	27.32	59180	7	110.5	8.19	145	11.41	-95.13	3
3	9/18/11 13:15	27.29	59130	7.01	110.5	8.19	145	11.41	-95.61	3
3	9/18/11 13:20	27.31	59220	6.97	109.9	8.19	145	11.41	-95.4	3
3	9/18/11 13:25	27.29	59050	6.97	109.8	8.19	145	11.41	-95.4	3
3	9/18/11 13:30	27.17	59320	6.91	108.8	8.19	144	11.44	-95.41	3
3	9/18/11 13:35	27.17	59340	6.88	108.4	8.19	144	11.43	-95.46	3
3	9/18/11 13:40	27.24	59150	6.85	107.9	8.19	144	11.41	-95.34	3
3	9/18/11 13:45	27.24	59300	6.84	107.8	8.19	144	11.41	-95.1	3
3	9/18/11 13:50	27.26	59110	6.77	106.7	8.18	144	11.39	-94.71	3
3	9/18/11 13:55	27.28	59170	6.83	107.7	8.19	144	11.41	-95.21	3
3	9/18/11 14:00	27.26	59050	6.83	107.5	8.19	145	11.41	-95.23	3
3	9/18/11 14:05	27.25	59210	6.82	107.5	8.18	145	11.38	-94.92	3
3	9/18/11 14:10	27.27	59190	6.79	107	8.19	145	11.41	-94.99	3
3	9/18/11 14:15	27.27	59190	6.84	107.8	8.19	145	11.39	-95.27	3
3	9/18/11 14:20	27.24	59250	6.86	108.1	8.19	145	11.39	-95.28	3
3	9/18/11 14:25	27.25	59150	6.78	106.8	8.18	145	11.41	-94.79	3
