SENS_ID	SDN	TC	COND	O2	O2satper	pHinsitu	ORP	Vbatt	VpH
wr15a	2014-08-08 14:15	25.05	51590	7.25	106.5	8.25	144	11.29	-75.47
wr15a	2014-08-08 14:20	25.06	51490	7.42	108.9	8.25	149	11.29	-75.9
wr15a	2014-08-08 14:25	25.07	51590	7.44	109.3	8.25	153	11.26	-75.79
wr15a	2014-08-08 14:30	25.08	51530	7.45	109.4	8.25	156	11.24	-75.57
wr15a	2014-08-08 14:35	25.09	51580	7.45	109.5	8.25	158	11.26	-75.25
wr15a	2014-08-08 14:40	25.1	51510	7.44	109.4	8.25	158	11.27	-74.88
wr15a	2014-08-08 14:45	25.11	51510	7.45	109.5	8.25	160	11.22	-74.52
wr15a	2014-08-08 14:50	25.12	51560	7.46	109.6	8.25	159	11.22	-74.31
wr15a	2014-08-08 14:55	25.12	51520	7.46	109.7	8.25	159	11.22	-74.01
wr15a	2014-08-08 15:00	25.13	51520	7.44	109.4	8.25	159	11.21	-73.73
wr15a	2014-08-08 15:05	25.14	51540	7.43	109.3	8.25	158	11.22	-73.49
wr15a	2014-08-08 15:10	25.15	51570	7.41	109	8.25	158	11.19	-73.27
wr15a	2014-08-08 15:15	25.16	51580	7.4	108.9	8.25	157	11.19	-73.08
wr15a	2014-08-08 15:20	25.17	51540	7.39	108.7	8.25	157	11.17	-72.84
wr15a	2014-08-08 15:25	25.18	51590	7.37	108.5	8.25	156	11.19	-72.7
wr15a	2014-08-08 15:30	25.19	51540	7.37	108.5	8.25	155	11.19	-72.56
wr15a	2014-08-08 15:35	25.19	51580	7.35	108.2	8.25	154	11.14	-72.44
wr15a	2014-08-08 15:40	25.2	51520	7.34	108	8.25	153	11.14	-72.35
wr15a	2014-08-08 15:45	25.21	51620	7.34	108.1	8.25	152	11.14	-72.25
wr15a	2014-08-08 15:50	25.22	51590	7.32	107.9	8.25	150	11.14	-72.12
wr15a	2014-08-08 15:55	25.22	51610	7.32	107.8	8.25	149	11.14	-72.07
wr15a	2014-08-08 16:00	25.23	51560	7.32	107.9	8.25	148	11.14	-72.04
wr15a	2014-08-08 16:05	25.24	51510	7.32	107.8	8.25	147	11.14	-72.02
wr15a	2014-08-08 16:10	25.24	51580	7.3	107.6	8.25	146	11.1	-71.94
wr15a	2014-08-08 16:15	25.25	51540	7.31	107.7	8.25	145	11.12	-71.91
wr15a	2014-08-08 16:20	25.26	51540	7.29	107.5	8.25	144	11.12	-71.84
wr15a	2014-08-08 16:25	25.27	51570	7.28	107.3	8.25	143	11.09	-71.83
wr15a	2014-08-08 16:30	25.28	51530	7.28	107.4	8.25	142	11.07	-71.81
wr15a	2014-08-08 16:35	25.29	51540	7.28	107.3	8.25	141	11.09	-71.83
wr15a	2014-08-08 16:40	25.29	51550	7.28	107.3	8.25	140	11.09	-71.82
wr15a	2014-08-08 16:45	25.3	51550	7.28	107.4	8.25	139	11.09	-71.84
wr15a	2014-08-08 16:50	25.31	51610	7.27	107.3	8.25	138	11.09	-71.86
wr15a	2014-08-08 16:55	25.31	51510	7.26	107.1	8.25	137	11.07	-71.92
wr15a	2014-08-08 17:00	25.31	51590	7.26	107.1	8.25	136	11.04	-71.93
wr15a	2014-08-08 17:05	25.32	51610	7.26	107.2	8.25	135	11.05	-71.97
wr15a	2014-08-08 17:10	25.32	51570	7.26	107.1	8.25	134	11.02	-72.01
wr15a	2014-08-08 17:15	25.33	51630	7.25	107	8.25	133	11.05	-72.03
wr15a	2014-08-08 17:20	25.33	51630	7.26	107.2	8.25	132	11.05	-72.05
wr15a	2014-08-08 17:25	25.33	51580	7.24	106.9	8.25	132	11.02	-72.1
wr15a	2014-08-08 17:30	25.34	51550	7.25	107	8.25	131	11.04	-72.12
wr15a	2014-08-08 17:35	25.34	51550	7.23	106.8	8.25	130	11.02	-72.14
wr15a	2014-08-08 17:40	25.34	51520	7.22	106.6	8.25	129	11.04	-72.17
wr15a	2014-08-08 17:45	25.35	51610	7.22	106.6	8.25	128	11.02	-72.2
wr15a	2014-08-08 17:50	25.35	51540	7.2	106.3	8.25	127	11.02	-72.17
wr15a	2014-08-08 17:55	25.35	51590	7.2	106.3	8.25	126	10.99	-72.21
wr15a	2014-08-08 18:00	25.36	51520	7.19	106.2	8.25	126	11.02	-72.24
wr15a	2014-08-08 18:05	25.36	51600	7.19	106.1	8.25	125	11	-72.26
wr15a	2014-08-08 18:10	25.37	51630	7.19	106.1	8.25	124	10.97	-72.3
wr15a	2014-08-08 18:15	25.37	51530	7.18	106	8.25	124	10.97	-72.31
wr15a	2014-08-08 18:20	25.37	51560	7.17	105.9	8.25	123	10.97	-72.32
wr15a	2014-08-08 18:25	25.38	51560	7.16	105.8	8.25	122	10.99	-72.34
wr15a	2014-08-08 18:30	25.38	51590	7.16	105.7	8.25	122	10.99	-72.31
