SENS_ID	SDN	TC	COND	O2	O2satper	pHinsitu	ORP	Vbatt	VpH	COVER
3	9/12/11 16:45	20.94	1087	5.96	67.1	7.56	219	10.82	-53.04	3
3	9/12/11 16:50	21.27	1087	5.98	67.7	7.53	218	10.82	-51.64	3
3	9/12/11 16:55	21.53	1087	6.02	68.6	7.51	215	10.8	-50.12	3
3	9/12/11 17:00	21.73	1087	6.07	69.4	7.49	210	10.78	-48.9	3
3	9/12/11 17:05	27.02	56450	6.43	99.7	8.11	223	10.78	-86.85	3
3	9/12/11 17:10	27	56550	6.65	103.1	8.12	204	10.78	-87.35	3
3	9/12/11 17:15	27.02	56410	6.6	102.4	8.11	196	10.75	-86.69	3
3	9/12/11 17:20	27.07	56360	6.57	102	8.1	189	10.76	-86.22	3
3	9/12/11 17:25	27.08	56400	6.56	101.8	8.1	184	10.75	-86.01	3
3	9/12/11 17:30	27.03	56450	6.54	101.4	8.09	179	10.75	-85.81	3
3	9/12/11 17:35	27.07	56430	6.54	101.5	8.09	176	10.76	-85.67	3
3	9/12/11 17:40	27.08	56460	6.5	101	8.09	173	10.73	-85.5	3
3	9/12/11 17:45	27.04	56520	6.46	100.3	8.09	171	10.75	-85.33	3
3	9/12/11 17:50	27.06	56320	6.45	100.1	8.08	168	10.73	-85.19	3
3	9/12/11 17:55	27.06	56420	6.4	99.3	8.08	166	10.71	-85.08	3
3	9/12/11 18:00	27.04	56420	6.36	98.7	8.08	165	10.71	-85.03	3
3	9/12/11 18:05	27.02	56490	6.34	98.4	8.08	163	10.75	-84.96	3
3	9/12/11 18:10	27.01	56380	6.31	97.9	8.08	162	10.71	-84.83	3
3	9/12/11 18:15	26.99	56370	6.29	97.5	8.08	161	10.73	-84.86	3
3	9/12/11 18:20	26.97	56400	6.25	96.9	8.08	160	10.73	-84.75	3
3	9/12/11 18:25	26.97	56490	6.21	96.3	8.07	159	10.73	-84.58	3
3	9/12/11 18:30	26.95	56490	6.16	95.5	8.07	159	10.7	-84.49	3
3	9/12/11 18:35	26.92	56400	6.14	95.1	8.07	158	10.7	-84.43	3
3	9/12/11 18:40	26.92	56410	6.08	94.2	8.07	157	10.7	-84.3	3
3	9/12/11 18:45	26.91	56360	6.03	93.4	8.07	156	10.68	-84.2	3
3	9/12/11 18:50	26.9	56340	5.99	92.7	8.07	156	10.7	-84.17	3
3	9/12/11 18:55	26.88	56540	5.95	92.1	8.06	155	10.68	-84.01	3
3	9/12/11 19:00	26.87	56420	5.9	91.3	8.06	155	10.66	-83.78	3
3	9/12/11 19:05	26.86	56490	5.83	90.3	8.06	154	10.66	-83.71	3
3	9/12/11 19:10	26.85	56400	5.82	90	8.06	154	10.68	-83.74	3
3	9/12/11 19:15	26.83	56440	5.77	89.3	8.06	153	10.63	-83.57	3
3	9/12/11 19:20	26.83	56470	5.73	88.6	8.05	153	10.65	-83.32	3
3	9/12/11 19:25	26.81	56320	5.7	88.1	8.05	153	10.68	-83.42	3
3	9/12/11 19:30	26.81	56430	5.67	87.6	8.05	152	10.68	-83.38	3
