SENS_ID	SDN	TC	COND	O2	O2satper	pHinsitu	ORP	Vbatt	VpH	COVER
1	9/8/11 13:05	23.92	173.9	7.54	89.4	7.83	225	12.68	-74.23	3
1	9/8/11 13:10	24.22	174.7	7.47	89.1	7.84	224	12.67	-75.15	3
1	9/8/11 13:15	24.46	175.7	7.39	88.6	7.84	224	12.67	-74.93	3
1	9/8/11 13:20	24.68	176.2	7.33	88.2	7.83	225	12.7	-74.34	3
1	9/8/11 13:25	24.89	177.1	7.29	88.1	7.82	225	12.67	-73.85	3
1	9/8/11 13:30	25.11	176.7	7.29	88.4	7.81	225	12.55	-73.27	3
1	9/8/11 13:35	25.44	178	7.33	89.5	7.81	224	12.65	-73.5	3
1	9/8/11 13:40	25.73	178	7.3	89.6	7.8	223	12.65	-72.95	3
1	9/8/11 13:45	25.9	178.4	7.32	90.1	7.79	223	12.67	-72.31	3
1	9/8/11 13:50	26.11	178.6	7.3	90.2	7.78	222	12.63	-71.88	3
1	9/8/11 13:55	26.39	178.3	7.34	91.1	7.79	221	12.65	-72.15	3
1	9/8/11 14:00	26.59	178.4	7.33	91.4	7.79	220	12.63	-72.11	3
1	9/8/11 14:05	26.74	178.9	7.35	91.8	7.79	219	12.63	-72.6	3
1	9/8/11 14:10	26.92	179.7	7.28	91.3	7.8	218	12.62	-73.15	3
1	9/8/11 14:15	27.06	179.9	7.29	91.7	7.8	218	12.62	-73.12	3
1	9/8/11 14:20	27.06	180.2	7.29	91.7	7.8	217	12.6	-73.24	3
1	9/8/11 14:25	27.44	55070	7.16	111	8.11	247	12.6	-91.31	3
1	9/8/11 14:30	27.47	54740	7.34	113.8	8.11	232	12.57	-91.03	3
1	9/8/11 14:35	27.5	55170	7.33	113.8	8.1	222	12.57	-90.43	3
1	9/8/11 14:40	27.43	54980	7.28	112.8	8.11	214	12.57	-91.15	3
1	9/8/11 14:45	27.46	55000	7.35	113.9	8.1	211	12.55	-90.47	3
1	9/8/11 14:50	27.52	55050	7.32	113.6	8.09	208	12.51	-90.21	3
1	9/8/11 14:55	27.55	55030	7.32	113.7	8.09	205	12.5	-89.91	3
1	9/8/11 15:00	27.57	55190	7.35	114.3	8.08	202	12.5	-89.62	3
1	9/8/11 15:05	27.6	55320	7.39	115	8.08	199	12.5	-89.7	3
1	9/8/11 15:10	27.62	55010	7.42	115.3	8.09	197	12.48	-89.96	3
1	9/8/11 15:15	27.64	55070	7.43	115.6	8.08	195	12.46	-89.81	3
1	9/8/11 15:20	27.65	55070	7.47	116.2	8.09	193	12.46	-90.02	3
1	9/8/11 15:25	27.69	55180	7.5	116.8	8.09	191	12.45	-89.93	3
1	9/8/11 15:30	27.68	55120	7.5	116.9	8.09	189	12.46	-89.85	3
1	9/8/11 15:35	27.7	55120	7.52	117.1	8.09	188	12.45	-90.01	3
1	9/8/11 15:40	27.69	55030	7.57	117.8	8.09	186	12.43	-90.13	3
1	9/8/11 15:45	27.71	55080	7.55	117.7	8.09	185	12.41	-90.23	3
1	9/8/11 15:50	27.71	55110	7.53	117.3	8.09	183	12.43	-90.19	3
1	9/8/11 15:55	27.73	54900	7.53	117.2	8.09	182	12.41	-90.09	3
1	9/8/11 16:00	27.74	55050	7.51	117	8.09	181	12.4	-90.18	3
1	9/8/11 16:05	27.73	55000	7.55	117.6	8.09	181	12.4	-89.92	3
1	9/8/11 16:10	27.72	55140	7.45	116.1	8.08	180	12.29	-89.73	3
1	9/8/11 16:15	27.72	55000	7.43	115.7	8.08	179	12.34	-89.76	3
1	9/8/11 16:20	27.71	54990	7.44	115.9	8.08	178	12.33	-89.71	3
1	9/8/11 16:25	27.7	55080	7.51	116.9	8.08	177	12.31	-89.79	3
1	9/8/11 16:30	27.69	55070	7.44	115.9	8.06	177	12.31	-88.22	3
1	9/8/11 16:35	27.68	55080	7.46	116.2	8.07	175	12.34	-88.85	3
1	9/8/11 16:40	27.68	55070	7.48	116.5	8.06	167	12.31	-88.43	3
1	9/8/11 16:45	27.67	55110	7.4	115.2	8.05	165	12.31	-87.55	3
1	9/8/11 16:50	27.67	55040	7.49	116.6	8.07	158	12.31	-88.75	3
1	9/8/11 16:55	27.67	55000	7.56	117.6	8.08	161	12.29	-89.74	3
1	9/8/11 17:00	27.66	55140	7.52	117.1	8.09	164	12.26	-90.12	3
1	9/8/11 17:05	27.65	55090	7.31	113.7	8.09	166	12.26	-90.35	3
1	9/8/11 17:10	27.64	55150	7.34	114.2	8.09	167	12.26	-90.01	3
1	9/8/11 17:15	27.63	55060	7.25	112.8	8.09	168	12.24	-90.31	3
1	9/8/11 17:20	27.6	55090	7.25	112.7	8.09	169	12.28	-90.24	3
1	9/8/11 17:25	27.58	55050	7.3	113.4	8.09	170	12.23	-90.13	3
