SENS_ID	SDN	O2	O2satper	TC	VpH	pHinsitu	COND	PSAL	ORP	Vbatt
1	5/20/15 20:17	5.4	83.6	26.95	-78.04	8.25	56750	37.7	69	12.28
1	5/20/15 20:18	5.4	83.7	26.95	-77.73	8.25	56760	37.71	70	12.21
1	5/20/15 20:19	5.39	83.5	26.94	-77.67	8.25	56770	37.71	70	12.24
1	5/20/15 20:20	5.39	83.5	26.94	-77.94	8.25	56820	37.76	70	12.28
1	5/20/15 20:21	5.36	83.1	26.94	-78.36	8.25	56800	37.74	70	12.31
1	5/20/15 20:22	5.37	83.2	26.94	-78.28	8.25	56670	37.64	70	12.33
1	5/20/15 20:23	5.35	82.9	26.94	-78.13	8.25	56620	37.6	70	12.29
1	5/20/15 20:24	5.33	82.6	26.93	-78.06	8.25	56630	37.61	70	12.26
1	5/20/15 20:25	5.33	82.5	26.93	-77.99	8.25	56630	37.61	70	12.28
1	5/20/15 20:26	5.34	82.7	26.93	-77.89	8.25	56600	37.59	70	12.26
1	5/20/15 20:27	5.33	82.5	26.93	-77.83	8.25	56580	37.57	70	12.24
1	5/20/15 20:28	5.3	82	26.93	-77.68	8.25	56670	37.64	70	12.23
1	5/20/15 20:29	5.3	82	26.93	-77.6	8.25	56570	37.56	70	12.24
1	5/20/15 20:30	5.29	81.8	26.93	-77.81	8.25	56650	37.63	70	12.28
1	5/20/15 20:31	5.28	81.7	26.93	-77.78	8.25	56750	37.7	70	12.24
1	5/20/15 20:32	5.26	81.5	26.93	-77.76	8.25	56770	37.71	69	12.24
1	5/20/15 20:33	5.26	81.5	26.93	-77.69	8.25	56720	37.68	70	12.26
1	5/20/15 20:34	5.28	81.7	26.93	-77.69	8.25	56700	37.66	69	12.23
1	5/20/15 20:35	5.26	81.4	26.93	-77.64	8.25	56740	37.7	70	12.23
1	5/20/15 20:36	5.25	81.2	26.93	-77.63	8.25	56660	37.63	69	12.23
1	5/20/15 20:37	5.23	80.9	26.92	-77.53	8.25	56700	37.66	69	12.23
1	5/20/15 20:38	5.23	81	26.92	-77.39	8.25	56690	37.66	70	12.21
1	5/20/15 20:39	5.21	80.7	26.92	-77.31	8.25	56630	37.61	69	12.19
1	5/20/15 20:40	5.21	80.6	26.92	-77.23	8.25	56670	37.64	69	12.19
1	5/20/15 20:41	5.2	80.5	26.92	-77.18	8.25	56780	37.72	69	12.21
1	5/20/15 20:42	5.2	80.5	26.91	-77.09	8.25	56600	37.58	69	12.17
1	5/20/15 20:43	5.18	80.2	26.91	-76.99	8.25	56680	37.65	69	12.16
1	5/20/15 20:44	5.19	80.4	26.91	-76.98	8.25	56680	37.65	70	12.16
1	5/20/15 20:45	5.19	80.4	26.91	-76.9	8.25	56720	37.68	70	12.14
1	5/20/15 20:46	5.18	80.2	26.91	-76.34	8.25	56740	37.69	70	12.11
1	5/20/15 20:47	5.18	80.2	26.91	-76.97	8.25	56630	37.61	69	12.14
1	5/20/15 20:48	5.14	79.6	26.91	-76.88	8.25	56640	37.62	69	12.12
1	5/20/15 20:49	5.2	80.4	26.91	-76.96	8.25	56620	37.6	69	12.14
1	5/20/15 20:50	5.19	80.4	26.91	-77	8.25	56640	37.62	69	12.14
1	5/20/15 20:51	5.2	80.5	26.91	-76.97	8.25	56710	37.67	69	12.12
1	5/20/15 20:52	5.22	80.8	26.9	-77	8.25	56690	37.66	69	12.12
1	5/20/15 20:53	5.18	80.2	26.91	-76.81	8.25	56800	37.74	69	12.11
1	5/20/15 20:54	5.19	80.3	26.9	-76.8	8.25	56710	37.67	69	12.09
1	5/20/15 20:55	5.17	80	26.9	-76.8	8.25	56730	37.69	69	12.11
1	5/20/15 20:56	5.17	79.9	26.9	-76.77	8.25	56650	37.62	69	12.09
1	5/20/15 20:57	5.16	80	26.9	-76.67	8.25	56780	37.72	69	12.07
1	5/20/15 20:58	5.21	80.7	26.89	-76.66	8.25	56650	37.62	69	12.07
1	5/20/15 20:59	5.18	80.2	26.89	-76.61	8.25	56640	37.62	69	12.06
1	5/20/15 21:00	5.17	80	26.89	-76.56	8.25	56690	37.66	69	12.06
1	5/20/15 21:01	5.16	79.9	26.89	-76.48	8.25	56700	37.66	69	12.07
1	5/20/15 21:02	5.18	80.2	26.89	-76.4	8.25	56740	37.69	69	12.07
1	5/20/15 21:03	5.15	79.8	26.89	-76.36	8.25	56770	37.71	69	12.06
1	5/20/15 21:04	5.17	80	26.89	-76.23	8.25	56670	37.64	70	12.07
1	5/20/15 21:05	5.16	79.8	26.89	-76.1	8.25	56640	37.62	70	12
1	5/20/15 21:06	5.16	79.9	26.89	-76.07	8.25	56720	37.68	70	12
1	5/20/15 21:07	5.17	80.1	26.89	-76.14	8.25	56730	37.69	70	12.02
1	5/20/15 21:08	5.16	79.8	26.89	-76.16	8.25	56650	37.62	69	12.06
1	5/20/15 21:09	5.17	79.9	26.89	-76.04	8.25	56710	37.67	70	12.06
1	5/20/15 21:10	5.15	79.8	26.88	-76.06	8.25	56700	37.66	70	12.04
1	5/20/15 21:11	5.12	79.2	26.88	-76	8.25	56650	37.63	70	12.02
1	5/20/15 21:12	5.11	79.1	26.88	-75.93	8.25	56680	37.65	70	12
1	5/20/15 21:13	5.12	79.2	26.88	-75.9	8.25	56700	37.66	69	12.02
1	5/20/15 21:14	5.09	78.8	26.88	-75.86	8.25	56670	37.64	70	12.02
1	5/20/15 21:15	5.09	78.7	26.88	-75.78	8.25	56720	37.68	70	12.02
1	5/20/15 21:16	5.07	78.5	26.87	-75.74	8.25	56670	37.64	70	11.97
1	5/20/15 21:17	5.06	78.3	26.88	-75.69	8.25	56700	37.66	69	12
1	5/20/15 21:18	5.06	78.4	26.87	-75.72	8.25	56750	37.7	70	12
1	5/20/15 21:19	5.07	78.4	26.87	-75.69	8.25	56620	37.6	70	12
1	5/20/15 21:20	5.07	78.4	26.87	-75.66	8.25	56740	37.69	70	11.99
1	5/20/15 21:21	5.07	78.5	26.87	-75.53	8.25	56730	37.69	70	11.97
1	5/20/15 21:22	5.06	78.2	26.87	-75.52	8.25	56610	37.59	70	11.97
1	5/20/15 21:23	5.05	78.1	26.87	-75.53	8.25	56730	37.68	70	11.97
1	5/20/15 21:24	5.06	78.2	26.87	-75.59	8.25	56580	37.57	69	11.97
1	5/20/15 21:25	5.06	78.3	26.87	-75.6	8.25	56830	37.76	70	11.97
1	5/20/15 21:26	5.05	78.1	26.86	-75.67	8.25	56750	37.7	69	11.99
1	5/20/15 21:27	5.07	78.4	26.86	-75.58	8.25	56670	37.64	70	11.97
1	5/20/15 21:28	5.05	78.1	26.86	-75.51	8.25	56620	37.6	70	11.94
1	5/20/15 21:29	5.04	78	26.86	-75.51	8.25	56700	37.66	70	11.95
1	5/20/15 21:30	5.05	78.2	26.86	-75.45	8.25	56680	37.65	70	11.94
1	5/20/15 21:31	5.02	77.7	26.86	-75.37	8.25	56660	37.64	70	11.95
1	5/20/15 21:32	5.01	77.6	26.86	-75.31	8.25	56670	37.64	69	11.95
1	5/20/15 21:33	4.99	77.3	26.86	-75.31	8.25	56870	37.79	70	11.92
1	5/20/15 21:34	5.01	77.5	26.86	-75.29	8.25	56760	37.71	70	11.87
1	5/20/15 21:35	5	77.4	26.86	-75.2	8.25	56700	37.67	70	11.83
1	5/20/15 21:36	4.98	77.1	26.86	-75.13	8.25	56730	37.69	70	11.9
1	5/20/15 21:37	4.96	76.8	26.85	-75.24	8.25	56690	37.66	70	11.9
1	5/20/15 21:38	4.95	76.7	26.85	-75.15	8.25	56820	37.75	70	11.9
1	5/20/15 21:39	4.98	77	26.85	-75.21	8.25	56760	37.71	70	11.94
1	5/20/15 21:40	4.98	77	26.85	-75.18	8.25	56780	37.72	69	11.9
1	5/20/15 21:41	4.99	77.2	26.85	-75.14	8.25	56790	37.74	70	11.89
1	5/20/15 21:42	4.97	76.8	26.85	-75.03	8.25	56660	37.64	70	11.87
1	5/20/15 21:43	4.99	77.1	26.85	-75.04	8.25	56680	37.65	70	11.89
1	5/20/15 21:44	4.98	77.1	26.85	-75.05	8.25	56750	37.7	70	11.9
1	5/20/15 21:45	5	77.3	26.85	-75.03	8.25	56640	37.62	70	11.87
1	5/20/15 21:46	4.95	76.6	26.85	-74.89	8.25	56840	37.77	70	11.87
1	5/20/15 21:47	4.94	76.4	26.85	-73.7	8.25	56720	37.68	70	11.44
1	5/20/15 21:48	4.96	76.7	26.85	-75.04	8.25	56730	37.68	70	11.89
1	5/20/15 21:49	4.97	76.9	26.85	-75.08	8.25	56770	37.72	70	11.92
1	5/20/15 21:50	4.96	76.7	26.85	-75.06	8.25	56710	37.68	69	11.92
1	5/20/15 21:51	4.95	76.6	26.85	-75.05	8.25	56720	37.68	70	11.92
