SENS_ID	SDN	O2	O2satper	TC	pHinsitu	ORP	COND	PSAL	VpH	Vbatt
1	5/11/15 6:30	5.52	88.5	26.51	8.14	219	58330	38.9	-90.43	11.39
1	5/11/15 6:45	5.48	87.7	26.5	8.14	219	58230	38.83	-90.38	11.39
1	5/11/15 7:00	5.5	88.1	26.5	8.14	219	58330	38.9	-90.3	11.41
1	5/11/15 7:15	5.57	89.2	26.5	8.14	219	58350	38.91	-90.64	11.38
1	5/11/15 7:30	5.58	89.4	26.51	8.15	219	58440	38.98	-90.78	11.39
1	5/11/15 7:45	5.61	89.8	26.52	8.15	219	58450	38.99	-91.11	11.36
1	5/11/15 8:00	5.61	89.9	26.53	8.15	219	58330	38.9	-91.08	11.39
1	5/11/15 8:15	5.64	90.4	26.54	8.16	219	58340	38.91	-91.27	11.38
1	5/11/15 8:30	5.65	90.5	26.54	8.16	219	58410	38.96	-91.28	11.46
1	5/11/15 8:45	5.68	91.1	26.54	8.16	220	58400	38.95	-91.44	11.41
1	5/11/15 9:00	5.7	91.3	26.54	8.16	220	58330	38.9	-91.48	11.27
1	5/11/15 9:15	5.75	92.1	26.55	8.16	220	58410	38.96	-91.63	11.31
1	5/11/15 9:30	5.77	92.5	26.55	8.16	220	58410	38.96	-91.62	11.29
1	5/11/15 9:45	5.79	92.9	26.56	8.16	219	58450	38.99	-91.75	11.34
1	5/11/15 10:00	5.78	92.6	26.55	8.16	219	58310	38.88	-91.69	11.33
1	5/11/15 10:15	5.82	93.3	26.56	8.17	219	58450	38.99	-91.84	11.31
1	5/11/15 10:30	5.88	94.2	26.57	8.17	220	58330	38.9	-91.93	11.29
1	5/11/15 10:45	5.9	94.5	26.56	8.17	219	58370	38.93	-91.87	11.33
1	5/11/15 11:00	5.91	94.7	26.56	8.17	219	58310	38.88	-92	11.27
1	5/11/15 11:15	5.89	94.5	26.57	8.17	219	58490	39.02	-91.93	11.33
1	5/11/15 11:30	5.89	94.4	26.56	8.17	220	58390	38.94	-92.09	11.22
1	5/11/15 11:45	5.99	96.2	26.58	8.18	219	58520	39.04	-92.43	11.33
1	5/11/15 12:00	5.95	95.4	26.54	8.18	219	58400	38.95	-92.39	11.33
1	5/11/15 12:15	5.99	96.1	26.57	8.18	219	58430	38.97	-92.54	11.29
1	5/11/15 12:30	6.04	96.8	26.59	8.18	218	58390	38.95	-92.76	11.26
1	5/11/15 12:45	6.04	96.8	26.6	8.18	218	58410	38.96	-92.7	11.29
1	5/11/15 13:00	6.01	96.5	26.6	8.18	218	58530	39.05	-92.6	11.29
1	5/11/15 13:15	6.03	96.7	26.58	8.18	218	58530	39.05	-92.76	11.27
1	5/11/15 13:30	6.01	96.3	26.58	8.18	217	58410	38.96	-92.55	11.26
1	5/11/15 13:45	5.99	96	26.58	8.18	217	58390	38.94	-92.35	11.29
1	5/11/15 14:00	6.03	96.8	26.63	8.19	216	58420	38.97	-93.09	11.31
1	5/11/15 14:15	6.07	97.4	26.62	8.19	215	58500	39.03	-93.02	11.33
1	5/11/15 14:30	6.06	97.2	26.64	8.19	213	58310	38.89	-92.97	11.26
1	5/11/15 14:45	6.06	97.3	26.64	8.18	214	58410	38.96	-92.89	11.33
1	5/11/15 15:00	6.03	96.7	26.62	8.19	215	58350	38.91	-93.1	11.27
1	5/11/15 15:15	6.01	96.5	26.64	8.19	214	58370	38.93	-92.92	11.29
1	5/11/15 15:30	6.02	96.7	26.64	8.18	215	58370	38.93	-92.71	11.31
1	5/11/15 15:45	5.99	96.2	26.62	8.18	215	58440	38.98	-92.7	11.31
1	5/11/15 16:00	5.99	96.1	26.62	8.18	215	58390	38.95	-92.67	11.29
1	5/11/15 16:15		0	26.62	8.17	216	58430	38.97	-92.17	11.33
1	5/11/15 16:30	5.96	95.5	26.6	8.18	216	58280	38.86	-92.48	11.27
1	5/11/15 16:45	5.92	95	26.59	8.17	216	58380	38.94	-92.32	11.27
1	5/11/15 17:00	5.9	94.7	26.57	8.17	216	58510	39.04	-92.31	11.31
1	5/11/15 17:15	5.88	94.2	26.57	8.17	217	58410	38.96	-92.14	11.31
1	5/11/15 17:30	5.83	93.6	26.59	8.17	217	58420	38.97	-92.02	11.31
1	5/11/15 17:45	5.79	92.8	26.58	8.17	217	58430	38.97	-91.91	11.38
1	5/11/15 18:00	5.77	92.5	26.57	8.17	217	58370	38.93	-91.84	11.27
1	5/11/15 18:15	5.75	92.1	26.57	8.16	218	58340	38.91	-91.69	11.31
1	5/11/15 18:30	5.69	91.3	26.57	8.16	218	58440	38.98	-91.55	11.26
1	5/11/15 18:45	5.61	90	26.56	8.16	218	58500	39.03	-91.23	11.33
1	5/11/15 19:00	5.6	89.7	26.56	8.15	218	58380	38.93	-91.17	11.27
1	5/11/15 19:15	5.61	90	26.55	8.16	217	58330	38.9	-91.27	11.33
1	5/11/15 19:30	5.64	90.4	26.54	8.16	217	58380	38.94	-91.45	11.29
1	5/11/15 19:45	5.57	89.2	26.54	8.15	218	58500	39.03	-91.22	11.27
1	5/11/15 20:00	5.58	89.5	26.53	8.15	219	58380	38.94	-91.11	11.33
1	5/11/15 20:15	5.52	88.4	26.53	8.15	219	58270	38.86	-90.97	11.31
1	5/11/15 20:30	5.58	89.4	26.54	8.16	219	58330	38.9	-91.22	11.31
1	5/11/15 20:45	5.59	89.5	26.53	8.16	219	58350	38.92	-91.27	11.34
1	5/11/15 21:00	5.6	89.7	26.52	8.16	220	58460	39	-91.34	11.29
1	5/11/15 21:15	5.6	89.6	26.52	8.16	220	58420	38.97	-91.3	11.29
1	5/11/15 21:30	5.59	89.5	26.52	8.16	221	58420	38.97	-91.28	11.31
1	5/11/15 21:45	5.59	89.5	26.51	8.16	221	58370	38.94	-91.28	11.29
1	5/11/15 22:00	5.56	89	26.51	8.16	221	58370	38.93	-91.29	11.31
1	5/11/15 22:15	5.6	89.7	26.5	8.16	221	58470	39.01	-91.27	11.29
1	5/11/15 22:30	5.52	88.3	26.5	8.15	221	58370	38.94	-91.07	11.33
1	5/11/15 22:45	5.58	89.4	26.49	8.16	221	58430	38.98	-91.3	11.31
1	5/11/15 23:00	5.54	88.6	26.49	8.16	221	58260	38.85	-91.22	11.27
1	5/11/15 23:15	5.48	87.8	26.49	8.15	221	58410	38.96	-90.67	11.19
1	5/11/15 23:30	5.46	87.4	26.49	8.14	221	58300	38.88	-90.46	11.27
1	5/11/15 23:45	5.46	87.3	26.48	8.14	221	58340	38.91	-90.6	11.29
1	5/12/15 0:00	5.43	87	26.48	8.14	221	58480	39.02	-90.57	11.33
1	5/12/15 0:15	5.49	87.8	26.47	8.15	221	58410	38.96	-90.83	11.26
1	5/12/15 0:30	5.54	88.7	26.47	8.15	221	58390	38.95	-91.11	11.29
1	5/12/15 0:45	5.54	88.6	26.47	8.15	221	58340	38.91	-91.07	11.27
1	5/12/15 1:00	5.52	88.4	26.47	8.15	222	58430	38.98	-90.94	11.29
1	5/12/15 1:15	5.52	88.3	26.46	8.15	222	58310	38.89	-90.77	11.31
1	5/12/15 1:30	5.57	89.1	26.47	8.15	222	58370	38.93	-90.94	11.33
1	5/12/15 1:45	5.62	90	26.47	8.15	223	58340	38.91	-91.2	11.31
1	5/12/15 2:00	5.58	89.3	26.48	8.15	223	58360	38.92	-91.12	11.29
1	5/12/15 2:15	5.62	90	26.47	8.15	224	58430	38.98	-91.2	11.29
1	5/12/15 2:30	5.59	89.5	26.47	8.15	224	58330	38.9	-91.16	11.29
1	5/12/15 2:45	5.61	89.8	26.47	8.15	224	58300	38.88	-91.16	11.29
1	5/12/15 3:00	5.58	89.3	26.47	8.15	225	58350	38.92	-91.07	11.33
1	5/12/15 3:15	5.6	89.6	26.47	8.15	225	58270	38.86	-91.04	11.31
1	5/12/15 3:30	5.57	89.1	26.47	8.15	225	58310	38.89	-91.05	11.29
1	5/12/15 3:45	5.54	88.7	26.47	8.15	225	58330	38.9	-90.89	11.29
1	5/12/15 4:00	5.55	88.8	26.45	8.15	224	58390	38.95	-90.74	11.17
1	5/12/15 4:15	5.51	88.2	26.45	8.15	224	58400	38.96	-90.74	11.29
1	5/12/15 4:30	5.51	88.2	26.44	8.15	224	58430	38.98	-90.69	11.33
1	5/12/15 4:45	5.45	87.2	26.44	8.14	223	58380	38.94	-90.58	11.36
1	5/12/15 5:00	5.48	87.6	26.43	8.14	223	58420	38.98	-90.62	11.26
1	5/12/15 5:15	5.54	88.5	26.43	8.15	223	58370	38.93	-90.9	11.29
1	5/12/15 5:30	5.51	88.1	26.43	8.15	222	58280	38.86	-90.9	11.29
1	5/12/15 5:45	5.49	87.7	26.43	8.15	223	58350	38.92	-90.77	11.26
1	5/12/15 6:00	5.45	87.1	26.44	8.15	224	58290	38.87	-90.73	11.27
1	5/12/15 6:15	5.44	86.9	26.44	8.14	225	58350	38.92	-90.61	11.31
1	5/12/15 6:30	5.6	89.5	26.42	8.16	226	58370	38.93	-91.27	11.29
1	5/12/15 6:45	5.55	88.8	26.42	8.15	226	58290	38.87	-91.18	11.24
1	5/12/15 7:00	5.56	88.8	26.42	8.15	226	58240	38.84	-91.16	11.29
1	5/12/15 7:15	5.55	88.7	26.42	8.15	226	58290	38.87	-91.09	11.29
1	5/12/15 7:30	5.58	89.2	26.41	8.16	226	58340	38.91	-91.34	11.31
1	5/12/15 7:45	5.66	90.6	26.42	8.16	226	58370	38.94	-91.56	11.34
1	5/12/15 8:00	5.73	91.6	26.42	8.17	226	58360	38.93	-91.92	11.27
1	5/12/15 8:15	5.77	92.2	26.42	8.17	226	58400	38.95	-91.93	11.29
1	5/12/15 8:30	5.8	92.7	26.43	8.17	226	58320	38.9	-92.06	11.31
1	5/12/15 8:45	5.75	91.9	26.43	8.17	227	58390	38.95	-91.77	11.29
1	5/12/15 9:00	5.79	92.5	26.43	8.17	227	58320	38.89	-91.92	11.27
1	5/12/15 9:15	5.79	92.6	26.43	8.17	227	58320	38.9	-92	11.29
1	5/12/15 9:30	5.87	93.8	26.44	8.17	227	58370	38.93	-92.16	11.33
1	5/12/15 9:45	5.87	93.8	26.44	8.17	226	58350	38.92	-92.29	11.27
1	5/12/15 10:00	5.92	94.7	26.46	8.18	226	58340	38.91	-92.44	11.26
1	5/12/15 10:15	5.93	94.9	26.46	8.18	226	58240	38.83	-92.35	11.26
1	5/12/15 10:30	5.96	95.3	26.47	8.18	226	58390	38.95	-92.49	11.27
