SENS_ID	SDN	TC	COND	O2	O2satper	pHinsitu	ORP	Vbatt	VpH
1	2015-05-08 17:30	23.69	80190	5.39	90.1	10.13	158	10.1	-41.52
1	2015-05-08 17:31	23.69	82660	5.33	90.1	10.13	158	10.12	-41.28
1	2015-05-08 17:32	23.69	83450	5.31	90.1	10.12	157	10.12	-40.92
1	2015-05-08 17:33	23.69	81210	5.36	90.1	10.11	157	10.2	-40.65
1	2015-05-08 17:34	23.69	82330	5.34	90.2	10.1	157	10.09	-40.38
1	2015-05-08 17:35	23.69	81640	5.36	90.2	10.09	156	10.14	-40.08
1	2015-05-08 17:36	23.69	79190	5.42	90.1	10.09	156	10.1	-39.76
1	2015-05-08 17:37	23.69	79920	5.4	90.2	10.08	155	10.19	-39.45
1	2015-05-08 17:38	23.69	78330	5.44	90.2	10.07	155	10.15	-39.16
1	2015-05-08 17:39	23.69	78540	5.44	90.2	10.07	154	10.14	-39.02
1	2015-05-08 17:40	23.69	83060	5.32	90.1	10.05	154	10.12	-38.54
1	2015-05-08 17:41	23.69	81950	5.35	90.1	10.05	154	10.07	-38.41
1	2015-05-08 17:42	23.69	79500	5.41	90	10.04	154	9.98	-38.22
1	2015-05-08 17:43	23.69	79680	5.4	90	10.04	153	10.09	-37.98
1	2015-05-08 17:44	23.69	81140	5.36	90	10.03	153	10.09	-37.82
1	2015-05-08 17:45	23.69	77650	5.45	90	10.03	153	10.09	-37.7
1	2015-05-08 17:46	23.69	79660	5.4	90	10.02	153	10.07	-37.42
1	2015-05-08 17:47	23.69	78620	5.42	89.9	10.02	153	10.09	-37.31
1	2015-05-08 17:48	23.69	78470	5.43	90	10.02	153	10.09	-37.25
1	2015-05-08 17:49	23.69	79300	5.41	89.9	10.01	152	10.07	-37.07
1	2015-05-08 17:50	23.68	79630	5.4	90	10.01	152	10.05	-36.95
1	2015-05-08 17:51	23.68	77400	5.46	90.1	10.01	152	10.07	-36.86
1	2015-05-08 17:52	23.68	80110	5.39	90	10.01	152	10.05	-36.85
1	2015-05-08 17:53	23.68	80880	5.38	90.1	10.01	151	10.09	-36.8
1	2015-05-08 17:54	23.67	80630	5.39	90.2	10	151	10.05	-36.6
1	2015-05-08 17:55	23.67	75220	5.53	90.3	10	151	10.09	-36.54
1	2015-05-08 17:56	23.67	77730	5.47	90.3	10	150	10.09	-36.45
1	2015-05-08 17:57	23.67	77520	5.48	90.4	10	150	10.07	-36.43
1	2015-05-08 17:58	23.67	80530	5.4	90.3	10	150	10.03	-36.38
1	2015-05-08 17:59	23.66	79160	5.44	90.4	9.99	150	10.12	-36.3
1	2015-05-08 18:00	23.66	80950	5.4	90.4	9.99	149	10.02	-36.09
1	2015-05-08 18:01	23.66	80240	5.42	90.5	9.99	149	10.07	-36.18
1	2015-05-08 18:02	23.66	78300	5.47	90.5	9.99	149	10.03	-36.24
1	2015-05-08 18:03	23.66	82350	5.36	90.5	9.99	148	9.98	-36.04
1	2015-05-08 18:04	23.65	79670	5.44	90.6	9.98	148	10.02	-35.98
1	2015-05-08 18:05	23.65	79880	5.43	90.6	9.98	147	10.03	-35.92
1	2015-05-08 18:06	23.64	79670	5.44	90.6	9.99	147	10.02	-36
1	2015-05-08 18:07	23.64	79250	5.45	90.5	9.98	147	10.05	-35.87
1	2015-05-08 18:08	23.64	79000	5.46	90.6	9.98	147	10.03	-35.62
1	2015-05-08 18:09	23.64	78120	5.48	90.6	9.98	146	10.03	-35.76
1	2015-05-08 18:10	23.63	81500	5.4	90.7	9.98	146	10.02	-35.73
1	2015-05-08 18:11	23.63	78720	5.46	90.5	9.98	146	10.03	-35.67
1	2015-05-08 18:12	23.63	80380	5.42	90.5	9.98	146	10.03	-35.62
1	2015-05-08 18:13	23.63	77020	5.5	90.5	9.98	146	10.02	-35.68
1	2015-05-08 18:14	23.63	80410	5.41	90.4	9.98	145	10.05	-35.65
1	2015-05-08 18:15	23.63	80390	5.41	90.4	9.98	145	10	-35.6
1	2015-05-08 18:16	23.63	79040	5.44	90.3	9.97	145	10.05	-35.51
1	2015-05-08 18:17	23.63	78090	5.47	90.4	9.97	145	10.02	-35.51
1	2015-05-08 18:18	23.63	78910	5.44	90.2	9.97	145	10.02	-35.41
1	2015-05-08 18:19	23.63	77890	5.46	90.1	9.97	145	9.98	-35.36
1	2015-05-08 18:20	23.63	78790	5.43	90.1	9.97	145	9.95	-35.35
1	2015-05-08 18:21	23.63	79100	5.42	90	9.97	145	10.02	-35.26
1	2015-05-08 18:22	23.63	79720	5.4	90	9.97	145	10	-35.25
1	2015-05-08 18:23	23.63	78000	5.44	89.9	9.97	145	10.02	-35.28
1	2015-05-08 18:24	23.64	79660	5.4	89.9	9.96	145	10.02	-35.18
1	2015-05-08 18:25	23.64	79840	5.39	89.8	9.96	145	10.02	-35.22
1	2015-05-08 18:26	23.65	79360	5.39	89.7	9.97	145	9.98	-35.26
1	2015-05-08 18:27	23.65	79230	5.4	89.7	9.96	145	10.02	-35.11
1	2015-05-08 18:28	23.65	77760	5.43	89.6	9.96	145	9.97	-35.17
1	2015-05-08 18:29	23.66	78650	5.4	89.5	9.96	146	9.98	-35.18
1	2015-05-08 18:30	23.66	78620	5.4	89.6	9.97	146	9.95	-35.31
1	2015-05-08 18:31	23.66	79760	5.37	89.5	9.97	146	9.93	-35.3
1	2015-05-08 18:32	23.66	79000	5.39	89.4	9.96	146	9.97	-35.18
1	2015-05-08 18:33	23.65	78350	5.4	89.4	9.96	146	9.98	-35.22
1	2015-05-08 18:34	23.65	76530	5.45	89.5	9.97	146	10	-35.24
1	2015-05-08 18:35	23.64	79850	5.36	89.4	9.97	146	9.97	-35.33
1	2015-05-08 18:36	23.64	76460	5.45	89.4	9.97	145	9.98	-35.46
1	2015-05-08 18:37	23.63	79130	5.38	89.4	9.97	145	10	-35.47
1	2015-05-08 18:38	23.63	77290	5.43	89.4	9.98	145	9.97	-35.65
1	2015-05-08 18:39	23.63	80240	5.36	89.5	9.98	145	9.97	-35.67
1	2015-05-08 18:40	23.62	81060	5.34	89.6	9.98	145	9.97	-35.67
1	2015-05-08 18:41	23.62	76850	5.44	89.4	9.98	144	9.98	-35.66
1	2015-05-08 18:42	23.62	79190	5.38	89.4	9.98	144	9.98	-35.68
1	2015-05-08 18:43	23.63	78640	5.4	89.4	9.98	144	9.95	-35.76
1	2015-05-08 18:44	23.62	76020	5.46	89.4	9.98	143	10	-35.82
1	2015-05-08 18:45	23.62	78480	5.4	89.5	9.98	143	9.97	-35.79
1	2015-05-08 18:46	23.62	79470	5.37	89.4	9.98	143	9.97	-35.82
