SENS_ID	SDN	TC	COND	O2	O2satper	pHinsitu	ORP	Vbatt	VpH	FLUOR
1	10/25/10 14:00	28.19	52980	5.9	91.9	8.07	141	12.41	NaN	NaN
1	10/25/10 14:05	28.2	53050	5.9	91.9	8.06	141	12.38	NaN	NaN
1	10/25/10 14:10	28.21	53090	5.91	92.1	8.06	139	12.38	NaN	NaN
1	10/25/10 14:15	28.22	53010	5.96	92.8	8.06	138	12.38	NaN	NaN
1	10/25/10 14:20	28.24	53080	5.95	92.6	8.06	137	12.38	NaN	NaN
1	10/25/10 14:25	28.25	53010	5.97	93.1	8.06	136	12.34	NaN	NaN
1	10/25/10 14:30	28.27	53000	5.99	93.3	8.06	135	12.33	NaN	NaN
1	10/25/10 14:35	28.26	53010	5.9	92	8.05	134	12.36	NaN	NaN
1	10/25/10 14:40	28.27	52960	5.9	92	8.05	133	12.34	NaN	NaN
1	10/25/10 14:45	28.28	53080	5.92	92.4	8.05	132	12.31	NaN	NaN
1	10/25/10 14:50	28.29	52940	5.91	92.1	8.05	131	12.31	NaN	NaN
1	10/25/10 14:55	28.23	52970	5.93	92.3	8.05	130	12.31	NaN	NaN
1	10/25/10 15:00	28.2	53020	5.92	92.1	8.05	129	12.29	NaN	NaN
1	10/25/10 15:05	28.21	53110	5.9	92	8.05	129	12.28	NaN	NaN
1	10/25/10 15:10	28.22	53020	5.89	91.7	8.05	128	12.29	NaN	NaN
1	10/25/10 15:15	28.22	52940	5.86	91.3	8.05	127	12.29	NaN	NaN
1	10/25/10 15:20	28.2	53070	5.84	91	8.04	127	12.29	NaN	NaN
1	10/25/10 15:25	28.19	53070	5.78	90.1	8.04	127	12.24	NaN	NaN
1	10/25/10 15:30	28.16	53100	5.75	89.5	8.04	126	12.24	NaN	NaN
1	10/25/10 15:35	28.14	53060	5.73	89.2	8.04	126	12.28	NaN	NaN
1	10/25/10 15:40	28.11	53130	5.72	88.9	8.04	125	12.24	NaN	NaN
1	10/25/10 15:45	28.1	53040	5.73	89.1	8.04	125	12.24	NaN	NaN
1	10/25/10 15:50	28.08	53110	5.73	89	8.04	125	12.23	NaN	NaN
1	10/25/10 15:55	28.08	53080	5.75	89.4	8.04	124	12.24	NaN	NaN
1	10/25/10 16:00	28.07	53050	5.76	89.6	8.04	124	12.21	NaN	NaN
1	10/25/10 16:05	28.07	53070	5.8	90.1	8.04	124	12.23	NaN	NaN
1	10/25/10 16:10	28.08	52980	5.82	90.5	8.04	124	12.21	NaN	NaN
1	10/25/10 16:15	28.07	53020	5.83	90.6	8.04	124	12.19	NaN	NaN
1	10/25/10 16:20	28.08	53090	5.82	90.4	8.04	124	12.17	NaN	NaN
1	10/25/10 16:25	28.08	53110	5.81	90.3	8.04	123	12.19	NaN	NaN
1	10/25/10 16:30	28.08	53190	5.79	90.1	8.04	123	12.17	NaN	NaN
1	10/25/10 16:35	28.08	53120	5.75	89.5	8.04	123	12.17	NaN	NaN
1	10/25/10 16:40	28.09	53020	5.72	88.9	8.04	123	12.16	NaN	NaN
1	10/25/10 16:45	28.09	53050	5.69	88.5	8.03	123	12.16	NaN	NaN
1	10/25/10 16:50	28.09	53120	5.69	88.4	8.03	123	12.14	NaN	NaN
