SENS_ID	SDN	O2	O2satper	TC	VpH	pHinsitu	COND	PSAL	ORP	Vbatt
1	5/18/15 21:17	5.26	81.1	26.69	-72.27	8.24	56540	37.55	76	10.03
1	5/18/15 21:18	5.16	79.5	26.69	-72.34	8.24	56400	37.45	74	10.03
1	5/18/15 21:19	5.12	79	26.69	-72.37	8.24	56510	37.53	74	10.05
1	5/18/15 21:20	5.14	79.2	26.69	-72.45	8.25	56510	37.53	74	10.03
1	5/18/15 21:21	5.14	79.2	26.69	-72.39	8.24	56540	37.55	74	10.02
1	5/18/15 21:22	5.14	79.2	26.69	-72.41	8.25	56510	37.53	74	10.03
1	5/18/15 21:23	5.14	79.2	26.69	-72.35	8.24	56420	37.46	73	10.03
1	5/18/15 21:24	5.15	79.3	26.69	-72.36	8.24	56380	37.43	73	10.02
1	5/18/15 21:25	5.14	79.2	26.68	-72.52	8.25	56510	37.53	73	10.02
1	5/18/15 21:26	5.16	79.5	26.69	-72.51	8.25	56460	37.49	73	10.02
1	5/18/15 21:27	5.14	79.3	26.68	-72.47	8.25	56570	37.57	73	10.02
1	5/18/15 21:28	5.14	79.2	26.68	-72.5	8.25	56470	37.5	73	10
1	5/18/15 21:29	5.12	78.9	26.68	-72.5	8.25	56440	37.47	73	9.98
1	5/18/15 21:30	5.11	78.8	26.68	-72.42	8.25	56410	37.45	73	10
1	5/18/15 21:31	5.11	78.7	26.68	-72.5	8.25	56510	37.52	73	9.97
1	5/18/15 21:32	5.1	78.7	26.68	-72.46	8.25	56550	37.56	73	10
1	5/18/15 21:33	5.1	78.6	26.68	-72.45	8.25	56500	37.52	73	10
1	5/18/15 21:34	5.09	78.4	26.68	-72.41	8.25	56450	37.48	73	10
1	5/18/15 21:35	5.08	78.3	26.68	-72.45	8.25	56620	37.61	73	9.98
1	5/18/15 21:36	5.09	78.4	26.68	-72.37	8.25	56480	37.51	73	9.98
1	5/18/15 21:37	5.1	78.6	26.68	-72.31	8.24	56520	37.54	73	9.97
1	5/18/15 21:38	5.09	78.5	26.67	-72.27	8.24	56460	37.49	73	9.97
1	5/18/15 21:39	5.1	78.6	26.67	-72.29	8.24	56510	37.52	73	9.98
1	5/18/15 21:40	5.09	78.5	26.67	-72.29	8.25	56500	37.52	72	9.95
1	5/18/15 21:41	5.09	78.5	26.67	-72.17	8.24	56450	37.48	72	9.95
1	5/18/15 21:42	5.08	78.3	26.67	-72.18	8.24	56540	37.55	72	9.97
