SENS_ID	SDN	TC	COND	O2	O2satper	pHinsitu	ORP	Vbatt	VpH
3	2015-11-07 15:48	25.58	33.6	8.64	105.9	7.42	152	12.24	-21.48
3	2015-11-07 15:50	26.35	27.5	8.37	104	7.35	156	12.26	-17.16
3	2015-11-07 15:52	26.79	53880	5.63	86.1	8.46	153	12.28	-82.46
3	2015-11-07 15:54	26.81	54270	5.37	82.2	8.42	123	12.28	-79.79
3	2015-11-07 15:56	26.79	54030	5.36	82.1	8.36	101	12.26	-76.68
3	2015-11-07 15:58	26.76	54030	5.28	80.8	8.36	92	12.28	-76.64
3	2015-11-07 16:00	26.79	54140	5.22	79.9	8.37	89	12.28	-77.12
3	2015-11-07 16:02	26.81	54200	5.18	79.3	8.37	87	12.26	-76.92
3	2015-11-07 16:04	26.84	54220	5.15	78.9	8.36	86	12.29	-76.42
3	2015-11-07 16:06	26.79	54220	5.13	78.5	8.35	85	12.29	-76.18
3	2015-11-07 16:08	26.83	54310	5.1	78.2	8.35	85	12.28	-76.17
3	2015-11-07 16:10	26.84	54230	5.09	78	8.35	84	12.28	-76.17
3	2015-11-07 16:12	26.84	54240	5.09	78	8.35	84	12.28	-76.09
3	2015-11-07 16:14	26.85	54140	5.1	78.1	8.35	83	12.28	-75.87
3	2015-11-07 16:16	26.84	54150	5.1	78.1	8.35	83	12.24	-75.83
3	2015-11-07 16:18	26.86	54140	5.1	78.2	8.35	83	12.26	-76.01
3	2015-11-07 16:20	26.87	54360	5.11	78.3	8.35	83	12.28	-76.05
3	2015-11-07 16:22	26.85	54310	5.11	78.4	8.36	83	12.26	-76.35
3	2015-11-07 16:24	26.86	54210	5.12	78.4	8.35	83	12.24	-76.28
3	2015-11-07 16:26	26.88	54220	5.12	78.5	8.35	83	12.24	-76.15
3	2015-11-07 16:28	26.89	54290	5.12	78.5	8.35	83	12.23	-75.86
3	2015-11-07 16:30	26.98	54160	5.13	78.7	8.35	82	12.23	-76
3	2015-11-07 16:32	26.97	54250	5.16	79.2	8.35	83	12.24	-75.73
3	2015-11-07 16:34	26.91	54250	5.17	79.3	8.34	83	12.24	-75.68
3	2015-11-07 16:36	26.91	54290	5.17	79.4	8.35	83	12.21	-76.14
3	2015-11-07 16:38	26.94	54180	5.26	80.7	8.36	83	12.23	-76.19
