SENS_ID	SDN	TC	COND	O2	O2satper	pHinsitu	ORP	Vbatt	VpH	FLUOR
1	10/30/10 10:40	27.6	54830	6	93.3	8.1	197	12.36	-72.23	NaN
1	10/30/10 10:45	27.61	54650	6.14	95.3	8.11	193	12.38	-72.5	NaN
1	10/30/10 10:50	27.62	54690	6.19	96.1	8.11	196	12.38	-72.44	NaN
1	10/30/10 10:55	27.58	54800	6.14	95.4	8.11	191	12.36	-72.28	NaN
1	10/30/10 11:00	27.6	54620	6.11	94.8	8.09	188	12.36	-71.63	NaN
1	10/30/10 11:05	27.6	54750	6.12	95	8.1	184	12.36	-71.75	NaN
1	10/30/10 11:10	27.62	54710	6.16	95.7	8.09	184	12.38	-71.66	NaN
1	10/30/10 11:15	27.62	54720	6.19	96.1	8.09	185	12.36	-71.56	NaN
1	10/30/10 11:20	27.62	54640	6.19	96.2	8.1	184	12.38	-71.71	NaN
1	10/30/10 11:25	27.63	54620	6.2	96.3	8.1	185	12.38	-71.74	NaN
1	10/30/10 11:30	27.63	54630	6.21	96.4	8.1	185	12.38	-71.73	NaN
1	10/30/10 11:35	27.61	54570	6.22	96.5	8.09	185	12.36	-71.55	NaN
1	10/30/10 11:40	27.6	54740	6.1	94.8	8.09	186	12.36	-71.26	NaN
1	10/30/10 11:45	27.61	54720	6.05	93.9	8.08	186	12.36	-70.95	NaN
1	10/30/10 11:50	27.61	54640	6.05	93.9	8.08	186	12.34	-70.89	NaN
1	10/30/10 11:55	27.61	54630	6.06	94	8.08	186	12.36	-70.99	NaN
1	10/30/10 12:00	27.64	54660	6.09	94.7	8.09	186	12.34	-71.17	NaN
1	10/30/10 12:05	27.65	54580	6.17	95.8	8.09	186	12.38	-71.26	NaN
1	10/30/10 12:10	27.65	54730	6.21	96.5	8.09	186	12.36	-71.34	NaN
1	10/30/10 12:15	27.64	54670	6.24	96.9	8.09	186	12.34	-71.39	NaN
1	10/30/10 12:20	27.65	54640	6.22	96.6	8.09	186	12.34	-71.39	NaN
1	10/30/10 12:25	27.64	54580	6.26	97.1	8.09	187	12.34	-71.53	NaN
1	10/30/10 12:30	27.62	54720	6.24	96.9	8.09	187	12.36	-71.37	NaN
1	10/30/10 12:35	27.62	54620	6.19	96.1	8.09	187	12.34	-71.19	NaN
1	10/30/10 12:40	27.62	54700	6.12	95	8.08	187	12.31	-71.05	NaN
1	10/30/10 12:45	27.63	54650	6.08	94.4	8.08	187	12.31	-71.05	NaN
1	10/30/10 12:50	27.64	54710	6.08	94.4	8.09	188	12.31	-71.23	NaN
1	10/30/10 12:55	27.65	54710	6.1	94.7	8.09	188	12.33	-71.19	NaN
1	10/30/10 13:00	27.67	54650	6.13	95.3	8.09	188	12.31	-71.38	NaN
1	10/30/10 13:05	27.69	54660	6.22	96.7	8.09	188	12.31	-71.67	NaN
1	10/30/10 13:10	27.67	54690	6.27	97.5	8.09	188	12.31	-71.64	NaN
1	10/30/10 13:15	27.67	54690	6.3	98	8.1	188	12.33	-71.71	NaN
1	10/30/10 13:20	27.67	54710	6.32	98.2	8.1	188	12.29	-71.87	NaN
1	10/30/10 13:25	27.65	54670	6.35	98.6	8.1	188	12.29	-71.9	NaN
1	10/30/10 13:30	27.64	54650	6.33	98.3	8.1	188	12.31	-71.74	NaN
1	10/30/10 13:35	27.62	54640	6.27	97.4	8.09	188	12.29	-71.57	NaN
1	10/30/10 13:40	27.63	54620	6.26	97.1	8.09	189	12.31	-71.52	NaN
1	10/30/10 13:45	27.63	54680	6.3	97.8	8.1	189	12.31	-71.69	NaN
1	10/30/10 13:50	27.63	54740	6.31	98	8.1	188	12.29	-71.75	NaN
1	10/30/10 13:55	27.62	54660	6.33	98.3	8.09	189	12.31	-71.61	NaN
1	10/30/10 14:00	27.62	54610	6.29	97.7	8.09	189	12.29	-71.53	NaN
1	10/30/10 14:05	27.61	54800	6.27	97.4	8.09	189	12.29	-71.38	NaN
1	10/30/10 14:10	27.61	54640	6.27	97.3	8.09	189	12.29	-71.38	NaN
1	10/30/10 14:15	27.59	54670	6.21	96.3	8.09	189	12.26	-71.11	NaN
1	10/30/10 14:20	27.58	54700	6.13	95.1	8.08	189	12.28	-70.9	NaN
1	10/30/10 14:25	27.57	54650	6.08	94.3	8.08	189	12.28	-70.84	NaN
1	10/30/10 14:30	27.57	54610	6.06	93.9	8.08	189	12.26	-70.74	NaN
1	10/30/10 14:35	27.57	54650	6.05	93.9	8.08	190	12.26	-70.67	NaN
1	10/30/10 14:40	27.56	54800	6.03	93.6	8.08	189	12.28	-70.67	NaN
1	10/30/10 14:45	27.55	54700	6.04	93.7	8.08	190	12.28	-70.61	NaN
1	10/30/10 14:50	27.54	54660	6.02	93.4	8.08	190	12.26	-70.63	NaN
1	10/30/10 14:55	27.54	54590	6.02	93.4	8.07	190	12.26	-70.49	NaN
1	10/30/10 15:00	27.54	54600	6	93.1	8.07	190	12.26	-70.43	NaN
1	10/30/10 15:05	27.54	54630	5.98	92.8	8.07	190	12.28	-70.43	NaN
1	10/30/10 15:10	27.54	54610	5.96	92.4	8.07	191	12.24	-70.41	NaN
1	10/30/10 15:15	27.54	54680	5.95	92.3	8.07	190	12.26	-70.36	NaN
1	10/30/10 15:20	27.54	54640	5.94	92.1	8.07	190	12.26	-70.21	NaN
1	10/30/10 15:25	27.54	54640	5.92	91.9	8.07	190	12.24	-70.24	NaN
1	10/30/10 15:30	27.54	54640	5.9	91.5	8.07	190	12.24	-70.28	NaN
1	10/30/10 15:35	27.54	54740	5.91	91.7	8.07	190	12.26	-70.3	NaN
1	10/30/10 15:40	27.54	54580	5.91	91.6	8.07	190	12.23	-70.29	NaN
1	10/30/10 15:45	27.54	54690	5.92	91.8	8.07	190	12.24	-70.39	NaN
1	10/30/10 15:50	27.54	54620	5.92	91.8	8.07	191	12.23	-70.27	NaN
1	10/30/10 15:55	27.54	54560	5.91	91.6	8.07	190	12.26	-70.23	NaN
1	10/30/10 16:00	27.54	54580	5.91	91.5	8.07	191	12.24	-70.18	NaN
1	10/30/10 16:05	27.53	54650	5.9	91.4	8.07	191	12.21	-70.25	NaN
1	10/30/10 16:10	27.52	54590	5.93	91.9	8.07	191	12.23	-70.11	NaN
1	10/30/10 16:15	27.52	54560	5.94	92.1	8.07	191	12.24	-70.29	NaN
1	10/30/10 16:20	27.52	54570	5.95	92.2	8.07	193	12.23	-70.48	NaN
1	10/30/10 16:25	27.52	54520	5.95	92.2	8.07	194	12.24	-70.44	NaN
1	10/30/10 16:30	27.52	54580	5.96	92.4	8.08	195	12.23	-70.61	NaN
1	10/30/10 16:35	27.52	54650	5.96	92.4	8.08	196	12.19	-70.6	NaN
