SENS_ID	SDN	TC	COND	O2	O2satper	pHinsitu	ORP	Vbatt	VpH
3	2015-11-09 19:14	27.72	3890	8.23	106	7.93	176	12.46	-50.23
3	2015-11-09 19:16	26.91	54790	6.44	99.1	8.55	158	12.51	-88.39
3	2015-11-09 19:18	26.94	54910	6.22	95.8	8.5	147	12.46	-85.4
3	2015-11-09 19:20	26.95	54770	6.08	93.5	8.53	143	12.46	-86.9
3	2015-11-09 19:22	26.86	54880	5.95	91.5	8.55	142	12.48	-87.88
3	2015-11-09 19:24	26.85	54830	5.89	90.5	8.55	140	12.48	-88.21
3	2015-11-09 19:26	26.89	54790	5.82	89.5	8.55	141	12.45	-87.99
3	2015-11-09 19:28	26.89	54710	5.77	88.6	8.54	140	12.45	-87.85
3	2015-11-09 19:30	26.9	54780	5.7	87.6	8.54	142	12.45	-87.75
3	2015-11-09 19:32	26.91	54790	5.61	86.2	8.54	141	12.45	-87.56
3	2015-11-09 19:34	26.9	54760	5.53	85	8.54	139	12.45	-87.37
3	2015-11-09 19:36	26.89	54890	5.46	84	8.53	140	12.45	-87.13
3	2015-11-09 19:38	26.89	54860	5.36	82.5	8.53	140	12.4	-86.95
3	2015-11-09 19:40	26.92	54890	5.33	82	8.53	140	12.41	-86.85
3	2015-11-09 19:42	26.93	54880	5.31	81.7	8.53	138	12.43	-86.7
3	2015-11-09 19:44	26.9	54850	5.31	81.6	8.52	138	12.4	-86.66
3	2015-11-09 19:46	26.91	54870	5.3	81.6	8.53	138	12.41	-86.76
3	2015-11-09 19:48	26.91	54810	5.32	81.8	8.53	136	12.41	-86.85
3	2015-11-09 19:50	26.92	54770	5.31	81.7	8.53	137	12.41	-86.81
3	2015-11-09 19:52	26.91	54910	5.25	80.7	8.52	136	12.4	-86.54
3	2015-11-09 19:54	26.89	54900	5.2	80	8.52	136	12.38	-86.42
3	2015-11-09 19:56	26.9	54710	5.16	79.3	8.52	136	12.38	-86.53
3	2015-11-09 19:58	26.89	54840	5.11	78.7	8.52	135	12.38	-86.31
3	2015-11-09 20:00	26.9	54970	5.08	78.2	8.52	136	12.36	-86.19
3	2015-11-09 20:02	26.9	54780	5.05	77.6	8.51	137	12.38	-86.1
3	2015-11-09 20:04	26.9	54950	5.08	78.2	8.51	137	12.34	-85.93
3	2015-11-09 20:06	26.9	54710	5.09	78.3	8.51	137	12.36	-85.79
3	2015-11-09 20:08	26.88	54790	5.08	78.1	8.51	136	12.33	-85.7
3	2015-11-09 20:10	26.88	54790	5.08	78	8.51	136	12.34	-85.61
3	2015-11-09 20:12	26.9	54840	5.13	79	8.51	137	12.34	-85.47
3	2015-11-09 20:14	26.91	54840	5.19	79.8	8.51	137	12.34	-85.43
3	2015-11-09 20:16	26.9	54750	5.16	79.4	8.5	136	12.33	-85.5
3	2015-11-09 20:18	26.91	54930	5.12	78.8	8.5	137	12.31	-85.29
3	2015-11-09 20:20	26.91	54790	5.08	78.1	8.5	137	12.33	-85.1
3	2015-11-09 20:22	26.91	54740	5.07	77.9	8.5	137	12.29	-84.89
3	2015-11-09 20:24	26.89	54610	5.04	77.4	8.49	136	12.31	-84.71
3	2015-11-09 20:26	26.88	54890	5.09	78.3	8.49	136	12.29	-84.77
3	2015-11-09 20:28	26.89	54770	5.18	79.7	8.5	135	12.31	-84.89
3	2015-11-09 20:30	26.89	54870	5.19	79.9	8.49	136	12.28	-84.73
3	2015-11-09 20:32	26.89	54860	5.21	80.2	8.49	138	12.28	-84.57
3	2015-11-09 20:34	26.88	54840	5.17	79.5	8.49	139	12.29	-84.54
3	2015-11-09 20:36	26.88	54790	5.12	78.7	8.48	138	12.24	-84.18
3	2015-11-09 20:38	26.89	54760	5.14	79	8.48	137	12.28	-84.08
3	2015-11-09 20:40	26.9	54880	5.18	79.6	8.49	138	12.28	-84.23
3	2015-11-09 20:42	26.88	54900	5.11	78.6	8.48	138	12.24	-83.96
3	2015-11-09 20:44	26.88	54830	5.03	77.3	8.48	139	12.26	-83.69
3	2015-11-09 20:46	26.89	54770	5.01	77.1	8.47	139	12.26	-83.52
3	2015-11-09 20:48	26.89	54800	5.04	77.5	8.47	139	12.24	-83.67
3	2015-11-09 20:50	26.87	54800	5.05	77.6	8.48	138	12.24	-83.6
3	2015-11-09 20:52	26.87	54910	5.06	77.8	8.47	138	12.24	-83.59
3	2015-11-09 20:54	26.88	54770	5.02	77.1	8.47	139	12.21	-83.34
3	2015-11-09 20:56	26.87	54850	4.97	76.4	8.47	140	12.24	-83.2
3	2015-11-09 20:58	26.87	54670	4.92	75.7	8.46	141	12.23	-82.9
3	2015-11-09 21:00	26.87	54830	4.86	74.7	8.46	141	12.23	-82.75
3	2015-11-09 21:02	26.88	54770	4.81	73.9	8.46	141	12.19	-82.52
3	2015-11-09 21:04	26.87	54940	4.77	73.4	8.45	141	12.21	-82.43
3	2015-11-09 21:06	26.87	54760	4.72	72.5	8.45	141	12.21	-82.29
3	2015-11-09 21:08	26.86	54770	4.68	71.9	8.45	141	12.21	-82.12
3	2015-11-09 21:10	26.87	54760	4.66	71.6	8.45	141	12.19	-81.97
3	2015-11-09 21:12	26.86	54700	4.61	70.8	8.45	139	12.19	-81.89
3	2015-11-09 21:14	26.88	54790	4.6	70.7	8.44	139	12.17	-81.86
3	2015-11-09 21:16	26.87	54750	4.58	70.3	8.44	139	12.17	-81.71
3	2015-11-09 21:18	26.87	54730	4.53	69.6	8.44	139	12.19	-81.57
3	2015-11-09 21:20	26.86	54780	4.51	69.3	8.44	139	12.17	-81.39
3	2015-11-09 21:22	26.85	54830	4.49	69	8.44	141	12.17	-81.38
3	2015-11-09 21:24	26.85	54810	4.46	68.5	8.43	141	12.16	-81.23
3	2015-11-09 21:26	26.84	54880	4.42	68	8.43	142	12.17	-81.12
3	2015-11-09 21:28	26.84	54810	4.4	67.7	8.43	141	12.16	-81.03
3	2015-11-09 21:30	26.85	54790	4.37	67.1	8.43	144	12.17	-80.96
3	2015-11-09 21:32	26.85	54850	4.35	66.9	8.43	143	12.16	-80.83
3	2015-11-09 21:34	26.85	54740	4.35	66.9	8.43	144	12.16	-80.72
3	2015-11-09 21:36	26.85	54840	4.37	67.2	8.42	142	12.07	-80.47
3	2015-11-09 21:38	26.85	54770	4.38	67.2	8.42	144	12.14	-80.39
3	2015-11-09 21:40	26.85	54630	0	0	8.21	147	12.14	-66.1
3	2015-11-09 21:42	26.85	54730	4.3	66.1	8.42	147	12.14	-80.14
3	2015-11-09 21:44	26.84	54930	4.28	65.7	8.41	147	12.14	-79.98
3	2015-11-09 21:46	26.85	54740	4.27	65.6	8.41	149	12.11	-79.89
3	2015-11-09 21:48	26.83	54730	4.27	65.5	8.41	149	12.12	-79.8
3	2015-11-09 21:50	26.85	54850	4.29	65.9	8.41	149	12.12	-79.75
3	2015-11-09 21:52	26.85	54630	4.29	65.9	8.41	147	12.11	-79.7
3	2015-11-09 21:54	26.86	54790	4.26	65.5	8.41	146	12.11	-79.62
3	2015-11-09 21:56	26.83	54900	4.25	65.4	8.4	145	12.09	-79.33
3	2015-11-09 21:58	26.82	54860	4.27	65.6	8.41	149	12.11	-79.52
3	2015-11-09 22:00	26.81	54790	4.35	66.9	8.41	150	12.11	-79.63
3	2015-11-09 22:02	26.81	54840	4.45	68.4	8.41	150	12.11	-79.78
3	2015-11-09 22:04	26.82	54750	4.54	69.8	8.41	149	12.07	-79.97
3	2015-11-09 22:06	26.83	54730	4.62	70.9	8.41	148	12.09	-80.04
3	2015-11-09 22:08	26.84	54730	4.72	72.5	8.42	148	12.09	-80.05
