SENS_ID	SDN	O2	O2satper	TC	pHinsitu	VpH	COND	ORP	Vbatt
1	2015-11-10 21:14	6.45	98.1	26.62	11.28	-72.93	53410	86	10.44
1	2015-11-10 21:16	6.43	97.8	26.62	11.28	-72.91	53490	86	10.44
1	2015-11-10 21:18	6.42	97.7	26.61	11.29	-72.87	53420	86	10.42
1	2015-11-10 21:20	6.42	97.7	26.6	11.31	-72.83	53380	86	10.44
1	2015-11-10 21:22	6.42	97.6	26.6	11.32	-72.77	53460	86	10.44
1	2015-11-10 21:24	6.4	97.3	26.59	11.33	-72.75	53460	86	10.44
1	2015-11-10 21:26	6.4	97.4	26.58	11.33	-72.73	53380	86	10.44
1	2015-11-10 21:28	6.4	97.3	26.58	11.35	-72.68	53420	86	10.41
1	2015-11-10 21:30	6.39	97.1	26.57	11.35	-72.67	53370	86	10.42
1	2015-11-10 21:32	6.38	97	26.56	11.36	-72.65	53400	86	10.41
1	2015-11-10 21:34	6.38	96.9	26.56	11.36	-72.63	53380	86	10.44
1	2015-11-10 21:36	6.37	96.9	26.55	11.38	-72.57	53390	86	10.41
1	2015-11-10 21:38	6.37	96.8	26.54	11.39	-72.53	53420	86	10.42
1	2015-11-10 21:40	6.37	96.7	26.53	11.4	-72.5	53400	86	10.41
1	2015-11-10 21:42	6.37	96.8	26.53	11.44	-72.36	53350	86	10.41
1	2015-11-10 21:44	6.37	96.8	26.52	11.43	-72.39	53420	87	10.41
1	2015-11-10 21:46	6.36	96.6	26.51	11.44	-72.38	53320	86	10.39
1	2015-11-10 21:48	6.35	96.5	26.51	11.44	-72.37	53460	86	10.44
1	2015-11-10 21:50	6.36	96.5	26.5	11.45	-72.33	53480	87	10.44
1	2015-11-10 21:52	6.36	96.5	26.5	11.46	-72.3	53470	87	10.42
1	2015-11-10 21:54	6.35	96.4	26.49	11.46	-72.29	53430	87	10.42
1	2015-11-10 21:56	6.34	96.3	26.49	11.46	-72.28	53400	87	10.42
1	2015-11-10 21:58	6.34	96.3	26.48	11.47	-72.25	53410	87	10.39
1	2015-11-10 22:00	6.34	96.2	26.48	11.46	-72.28	53320	87	10.39
1	2015-11-10 22:02	6.34	96.2	26.47	11.48	-72.23	53370	87	10.44
1	2015-11-10 22:04	6.33	96	26.46	11.48	-72.22	53290	87	10.41
1	2015-11-10 22:06	6.33	96.1	26.46	11.48	-72.23	53390	87	10.44
1	2015-11-10 22:08	6.32	95.9	26.46	11.48	-72.21	53370	87	10.41
1	2015-11-10 22:10	6.33	96.1	26.45	11.48	-72.21	53390	87	10.42
1	2015-11-10 22:12	6.33	96.1	26.44	11.49	-72.17	53490	87	10.42
1	2015-11-10 22:14	6.33	96	26.44	11.5	-72.15	53380	87	10.42
1	2015-11-10 22:16	6.33	96	26.44	11.5	-72.14	53460	87	10.41
1	2015-11-10 22:18	6.33	96.1	26.43	11.51	-72.12	53440	87	10.37
1	2015-11-10 22:20	6.32	95.8	26.42	11.52	-72.08	53400	87	10.39
1	2015-11-10 22:22	6.32	95.8	26.42	11.51	-72.11	53470	87	10.39
1	2015-11-10 22:24	6.32	95.9	26.41	11.51	-72.1	53360	87	10.41
1	2015-11-10 22:26	6.32	95.9	26.41	11.51	-72.11	53340	87	10.42
1	2015-11-10 22:28	6.32	95.9	26.4	11.53	-72.07	53400	87	10.42
1	2015-11-10 22:30	6.32	95.9	26.4	11.53	-72.05	53420	87	10.41
1	2015-11-10 22:32	6.32	95.8	26.39	11.54	-72.02	53440	87	10.37
1	2015-11-10 22:34	6.32	95.8	26.39	11.53	-72.04	53380	87	10.41
1	2015-11-10 22:36	6.32	95.9	26.39	11.55	-71.98	53460	87	10.41
1	2015-11-10 22:38	6.32	95.7	26.38	11.54	-72.01	53340	87	10.42
1	2015-11-10 22:40	6.32	95.7	26.37	11.56	-71.96	53380	87	10.39
1	2015-11-10 22:42	6.32	95.8	26.37	11.57	-71.93	53440	87	10.37
1	2015-11-10 22:44	6.32	95.8	26.37	11.57	-71.92	53400	87	10.41
1	2015-11-10 22:46	6.32	95.8	26.36	11.58	-71.88	53360	87	10.41
1	2015-11-10 22:48	6.3	95.5	26.36	11.58	-71.88	53430	87	10.41
1	2015-11-10 22:50	6.31	95.5	26.35	11.6	-71.82	53370	87	10.42
1	2015-11-10 22:52	6.32	95.7	26.35	11.61	-71.78	53290	87	10.37
1	2015-11-10 22:54	6.29	95.4	26.35	11.6	-71.8	53440	87	10.41
1	2015-11-10 22:56	6.3	95.5	26.34	11.62	-71.74	53430	87	10.39
1	2015-11-10 22:58	6.3	95.5	26.34	11.62	-71.73	53390	87	10.39
1	2015-11-10 23:00	6.3	95.4	26.33	11.63	-71.72	53440	87	10.41
1	2015-11-10 23:02	6.3	95.4	26.33	11.64	-71.68	53420	87	10.41
1	2015-11-10 23:04	6.29	95.3	26.32	11.64	-71.67	53400	87	10.41
1	2015-11-10 23:06	6.29	95.3	26.32	11.64	-71.68	53390	87	10.41
1	2015-11-10 23:08	6.29	95.2	26.32	11.64	-71.66	53440	87	10.36
1	2015-11-10 23:10	6.29	95.2	26.31	11.65	-71.64	53420	87	10.41
1	2015-11-10 23:12	6.29	95.3	26.31	11.66	-71.59	53420	87	10.39
1	2015-11-10 23:14	6.3	95.4	26.31	11.67	-71.58	53420	87	10.42
1	2015-11-10 23:16	6.29	95.2	26.3	11.67	-71.57	53450	87	10.41
1	2015-11-10 23:18	6.29	95.2	26.29	11.67	-71.56	53390	87	10.39
1	2015-11-10 23:20	6.29	95.2	26.29	11.68	-71.52	53410	87	10.39
1	2015-11-10 23:22	6.29	95.3	26.29	11.69	-71.51	53440	87	10.39
1	2015-11-10 23:24	6.28	95.1	26.29	11.69	-71.48	53430	87	10.39
1	2015-11-10 23:26	6.28	95.1	26.28	11.7	-71.48	53400	87	10.27
1	2015-11-10 23:28	6.27	94.9	26.28	11.71	-71.44	53460	87	10.39
1	2015-11-10 23:30	6.28	95.1	26.27	11.7	-71.45	53430	87	10.37
1	2015-11-10 23:32	6.29	95.1	26.27	11.71	-71.44	53400	87	10.41
1	2015-11-10 23:34	6.28	95	26.27	11.72	-71.41	53390	87	10.39
1	2015-11-10 23:36	6.29	95.1	26.26	11.72	-71.41	53390	87	10.41
1	2015-11-10 23:38	6.28	95	26.26	11.72	-71.41	53410	87	10.39
1	2015-11-10 23:40	6.28	95	26.25	11.73	-71.36	53500	87	10.29
1	2015-11-10 23:42	6.28	95	26.25	11.73	-71.37	53430	87	10.39
1	2015-11-10 23:44	6.29	95.1	26.25	11.74	-71.32	53420	87	10.37
1	2015-11-10 23:46	6.28	95	26.25	11.74	-71.33	53470	87	10.31
1	2015-11-10 23:48	6.27	94.8	26.24	11.74	-71.33	53470	87	10.36
1	2015-11-10 23:50	6.27	94.8	26.24	11.75	-71.29	53450	87	10.36
1	2015-11-10 23:52	6.28	94.9	26.23	11.75	-71.28	53370	87	10.37
1	2015-11-10 23:54	6.28	94.9	26.23	11.76	-71.27	53340	87	10.37
1	2015-11-10 23:56	6.27	94.9	26.23	11.76	-71.24	53440	87	10.37
1	2015-11-10 23:58	6.29	95.1	26.23	11.76	-71.27	53350	87	10.41
1	2015-11-11 00:00	6.27	94.8	26.23	11.77	-71.23	53360	87	10.39
1	2015-11-11 00:02	6.28	94.9	26.22	11.77	-71.21	53360	87	10.39
1	2015-11-11 00:04	6.27	94.8	26.22	11.78	-71.18	53460	87	10.36
1	2015-11-11 00:06	6.28	95	26.21	11.77	-71.21	53410	87	10.39
1	2015-11-11 00:08	6.28	95	26.21	11.79	-71.17	53480	87	10.39
1	2015-11-11 00:10	6.29	95.1	26.21	11.78	-71.18	53480	87	10.37
1	2015-11-11 00:12	6.27	94.8	26.21	11.78	-71.18	53400	87	10.39
1	2015-11-11 00:14	6.29	95	26.2	11.79	-71.16	53360	87	10.37
1	2015-11-11 00:16	6.29	95	26.2	11.79	-71.14	53380	87	10.36
1	2015-11-11 00:18	6.28	94.9	26.2	11.8	-71.11	53460	87	10.39
1	2015-11-11 00:20	6.29	95	26.2	11.81	-71.1	53490	87	10.39
1	2015-11-11 00:22	6.27	94.8	26.19	11.8	-71.11	53520	87	10.34
1	2015-11-11 00:24	6.28	94.8	26.19	11.82	-71.06	53410	87	10.39
1	2015-11-11 00:26	6.28	94.8	26.19	11.83	-71.03	53380	87	10.37
1	2015-11-11 00:28	6.28	94.8	26.18	11.82	-71.05	53400	87	10.36
1	2015-11-11 00:30	6.28	94.9	26.18	11.83	-71.02	53390	87	10.36
1	2015-11-11 00:32	6.28	94.9	26.18	11.83	-71	53350	87	10.36
1	2015-11-11 00:34	6.29	95.1	26.18	11.85	-70.96	53360	87	10.36
1	2015-11-11 00:36	6.29	95	26.17	11.84	-70.97	53400	87	10.36
1	2015-11-11 00:38	6.29	95	26.17	11.85	-70.96	53430	87	10.37
1	2015-11-11 00:40	6.28	94.8	26.17	11.86	-70.92	53360	87	10.37
1	2015-11-11 00:42	6.27	94.7	26.16	11.87	-70.89	53420	87	10.36
1	2015-11-11 00:44	6.27	94.7	26.16	11.87	-70.87	53430	87	10.36
1	2015-11-11 00:46	6.27	94.8	26.16	11.87	-70.87	53430	87	10.37
1	2015-11-11 00:48	6.29	95	26.15	11.88	-70.84	53450	87	10.34
1	2015-11-11 00:50	6.29	94.9	26.15	11.88	-70.83	53350	87	10.37
1	2015-11-11 00:52	6.29	94.9	26.15	11.89	-70.79	53390	87	10.34
1	2015-11-11 00:54	6.28	94.8	26.15	11.9	-70.79	53420	87	10.34
1	2015-11-11 00:56	6.26	94.6	26.14	11.9	-70.79	53500	87	10.37
1	2015-11-11 00:58	6.27	94.6	26.14	11.9	-70.76	53440	87	10.34
1	2015-11-11 01:00	6.29	94.9	26.14	11.91	-70.74	53420	87	10.37
1	2015-11-11 01:02	6.28	94.9	26.14	11.91	-70.73	53430	87	10.36
1	2015-11-11 01:04	6.3	95.1	26.14	11.93	-70.68	53330	87	10.36
1	2015-11-11 01:06	6.29	95	26.13	11.93	-70.67	53400	87	10.36
1	2015-11-11 01:08	6.3	95.1	26.13	11.92	-70.69	53450	87	10.37
1	2015-11-11 01:10	6.28	94.9	26.13	11.94	-70.64	53510	87	10.34
1	2015-11-11 01:12	6.29	94.9	26.13	11.94	-70.62	53410	87	10.34
1	2015-11-11 01:14	6.28	94.8	26.12	11.95	-70.6	53390	87	10.34
1	2015-11-11 01:16	6.28	94.8	26.12	11.95	-70.61	53390	87	10.37
1	2015-11-11 01:18	6.28	94.8	26.12	11.96	-70.58	53400	87	10.37
1	2015-11-11 01:20	6.28	94.7	26.12	11.97	-70.54	53420	88	10.37
1	2015-11-11 01:22	6.28	94.8	26.12	11.97	-70.52	53320	87	10.36
1	2015-11-11 01:24	6.29	94.8	26.11	11.98	-70.51	53420	87	10.37
1	2015-11-11 01:26	6.29	95	26.11	11.97	-70.52	53440	87	10.34
1	2015-11-11 01:28	6.29	94.9	26.11	11.99	-70.47	53380	88	10.34
1	2015-11-11 01:30	6.29	94.9	26.11	11.99	-70.47	53410	87	10.31
1	2015-11-11 01:32	6.3	95	26.11	12	-70.44	53350	88	10.36
1	2015-11-11 01:34	6.29	94.9	26.1	12	-70.42	53330	87	10.34
1	2015-11-11 01:36	6.29	94.9	26.1	12.01	-70.39	53350	87	10.34
1	2015-11-11 01:38	6.28	94.8	26.1	12.01	-70.39	53430	88	10.34
1	2015-11-11 01:40	6.29	94.9	26.1	12.03	-70.33	53450	88	10.32
1	2015-11-11 01:42	6.29	94.9	26.09	12.03	-70.34	53420	88	10.31
1	2015-11-11 01:44	6.28	94.8	26.09	12.03	-70.32	53400	88	10.36
1	2015-11-11 01:46	6.28	94.8	26.09	12.03	-70.32	53430	88	10.36
1	2015-11-11 01:48	6.29	94.9	26.09	12.04	-70.28	53300	88	10.36
1	2015-11-11 01:50	6.29	94.9	26.08	12.05	-70.25	53440	87	10.34
1	2015-11-11 01:52	6.28	94.8	26.09	12.06	-70.22	53360	87	10.32
1	2015-11-11 01:54	6.28	94.8	26.08	12.07	-70.2	53420	87	10.36
1	2015-11-11 01:56	6.29	94.8	26.08	12.07	-70.18	53390	87	10.36
1	2015-11-11 01:58	6.29	94.9	26.08	12.08	-70.14	53380	88	10.36
1	2015-11-11 02:00	6.29	94.9	26.08	12.09	-70.12	53400	88	10.2
1	2015-11-11 02:02	6.3	94.9	26.08	12.09	-70.13	53350	88	10.34
1	2015-11-11 02:04	6.29	94.8	26.08	12.1	-70.1	53430	88	10.34
1	2015-11-11 02:06	6.3	94.9	26.07	12.1	-70.08	53380	88	10.32
1	2015-11-11 02:08	6.3	94.9	26.08	12.1	-70.08	53310	88	10.32
1	2015-11-11 02:10	6.29	94.9	26.07	12.11	-70.03	53460	88	10.36
1	2015-11-11 02:12	6.3	95	26.07	12.11	-70.04	53390	88	10.32
1	2015-11-11 02:14	6.31	95	26.07	12.12	-70.01	53300	88	10.34
1	2015-11-11 02:16	6.3	95	26.07	12.13	-69.99	53370	88	10.32
1	2015-11-11 02:18	6.29	94.8	26.06	12.12	-70.01	53350	88	10.32
1	2015-11-11 02:20	6.31	95.2	26.06	12.13	-69.97	53350	88	10.29
1	2015-11-11 02:22	6.31	95.1	26.06	12.14	-69.94	53390	88	10.32
1	2015-11-11 02:24	6.31	95.1	26.06	12.15	-69.92	53360	88	10.31
1	2015-11-11 02:26	6.3	95	26.06	12.15	-69.92	53360	88	10.34
1	2015-11-11 02:28	6.3	94.9	26.06	12.15	-69.91	53360	88	10.34
1	2015-11-11 02:30	6.3	95	26.06	12.15	-69.9	53420	88	10.34
1	2015-11-11 02:32	6.3	95	26.06	12.16	-69.87	53450	88	10.34
1	2015-11-11 02:34	6.32	95.2	26.06	12.16	-69.86	53300	88	10.32
1	2015-11-11 02:36	6.31	95.2	26.06	12.17	-69.85	53380	88	10.31
1	2015-11-11 02:38	6.31	95.1	26.06	12.18	-69.81	53390	88	10.32
1	2015-11-11 02:40	6.32	95.3	26.05	12.19	-69.78	53370	88	10.34
1	2015-11-11 02:42	6.32	95.3	26.05	12.19	-69.76	53390	88	10.2
1	2015-11-11 02:44	6.32	95.2	26.05	12.19	-69.76	53370	88	10.34
1	2015-11-11 02:46	6.32	95.2	26.05	12.2	-69.74	53330	88	10.32
1	2015-11-11 02:48	6.31	95.1	26.06	12.2	-69.73	53380	88	10.34
1	2015-11-11 02:50	6.33	95.4	26.05	12.21	-69.7	53360	88	10.32
1	2015-11-11 02:52	6.32	95.3	26.05	12.21	-69.71	53410	88	10.34
1	2015-11-11 02:54	6.33	95.4	26.05	12.22	-69.68	53360	88	10.34
1	2015-11-11 02:56	6.32	95.3	26.05	12.23	-69.63	53430	88	10.34
1	2015-11-11 02:58	6.32	95.3	26.05	12.23	-69.62	53380	88	10.31
1	2015-11-11 03:00	6.33	95.3	26.05	12.23	-69.62	53360	88	10.31
1	2015-11-11 03:02	6.33	95.4	26.05	12.24	-69.59	53380	88	10.31
1	2015-11-11 03:04	6.33	95.4	26.05	12.25	-69.56	53290	88	10.34
1	2015-11-11 03:06	6.33	95.4	26.05	12.26	-69.54	53450	88	10.34
1	2015-11-11 03:08	6.32	95.3	26.05	12.25	-69.55	53350	88	10.34
1	2015-11-11 03:10	6.32	95.2	26.05	12.27	-69.49	53310	88	10.34
1	2015-11-11 03:12	6.33	95.3	26.05	12.27	-69.49	53280	88	10.31
1	2015-11-11 03:14	6.33	95.3	26.05	12.28	-69.47	53390	88	10.32
1	2015-11-11 03:16	6.33	95.4	26.05	12.28	-69.46	53350	88	10.32
1	2015-11-11 03:18	6.33	95.4	26.05	12.29	-69.42	53340	88	10.2
1	2015-11-11 03:20	6.31	95.1	26.05	12.29	-69.4	53300	88	10.31
1	2015-11-11 03:22	6.33	95.4	26.05	12.29	-69.41	53340	88	10.32
1	2015-11-11 03:24	6.33	95.4	26.05	12.3	-69.39	53380	88	10.34
1	2015-11-11 03:26	6.33	95.4	26.05	12.31	-69.34	53400	88	10.32
1	2015-11-11 03:28	6.34	95.5	26.05	12.31	-69.35	53220	88	10.32
1	2015-11-11 03:30	6.32	95.2	26.05	12.32	-69.3	53380	88	10.31
1	2015-11-11 03:32	6.33	95.4	26.05	12.32	-69.3	53300	88	10.31
1	2015-11-11 03:34	6.33	95.5	26.05	12.33	-69.29	53320	88	10.32
1	2015-11-11 03:36	6.33	95.3	26.05	12.33	-69.28	53380	88	10.32
1	2015-11-11 03:38	6.33	95.4	26.04	12.34	-69.25	53380	88	10.29
1	2015-11-11 03:40	6.33	95.3	26.05	12.34	-69.23	53340	88	10.32
1	2015-11-11 03:42	6.33	95.4	26.05	12.35	-69.21	53290	88	10.32
1	2015-11-11 03:44	6.33	95.4	26.05	12.35	-69.21	53390	88	10.22
1	2015-11-11 03:46	6.33	95.4	26.04	12.35	-69.2	53300	88	10.29
1	2015-11-11 03:48	6.33	95.4	26.05	12.35	-69.2	53390	88	10.31
1	2015-11-11 03:50	6.33	95.4	26.05	12.36	-69.18	53320	88	10.32
1	2015-11-11 03:52	6.33	95.4	26.04	12.36	-69.16	53390	88	10.32
1	2015-11-11 03:54	6.33	95.5	26.04	12.36	-69.16	53390	88	10.32
1	2015-11-11 03:56	6.33	95.5	26.04	12.36	-69.16	53380	88	10.32
1	2015-11-11 03:58	6.33	95.4	26.04	12.37	-69.15	53390	88	10.32
1	2015-11-11 04:00	6.33	95.4	26.04	12.37	-69.15	53450	88	10.32
1	2015-11-11 04:02	6.33	95.4	26.04	12.37	-69.12	53390	88	10.29
1	2015-11-11 04:04	6.33	95.4	26.04	12.39	-69.08	53370	88	10.32
1	2015-11-11 04:06	6.33	95.5	26.04	12.39	-69.08	53460	88	10.32
1	2015-11-11 04:08	6.34	95.5	26.05	12.39	-69.07	53390	88	10.31
1	2015-11-11 04:10	6.34	95.5	26.05	12.4	-69.04	53360	88	10.31
1	2015-11-11 04:12	6.32	95.3	26.05	12.41	-69	53370	88	10.32
1	2015-11-11 04:14	6.34	95.5	26.04	12.41	-69.01	53380	88	10.31
1	2015-11-11 04:16	6.34	95.5	26.05	12.41	-68.98	53310	88	10.31
1	2015-11-11 04:18	6.34	95.5	26.04	12.42	-68.97	53370	88	10.31
1	2015-11-11 04:20	6.33	95.4	26.05	12.44	-68.91	53270	88	10.27
1	2015-11-11 04:22	6.33	95.3	26.04	12.44	-68.91	53260	88	10.31
1	2015-11-11 04:24	6.32	95.3	26.04	12.44	-68.91	53400	88	10.31
1	2015-11-11 04:26	6.33	95.3	26.04	12.44	-68.88	53390	88	10.31
1	2015-11-11 04:28	6.33	95.4	26.04	12.44	-68.88	53380	88	10.29
1	2015-11-11 04:30	6.33	95.4	26.05	12.45	-68.86	53320	88	10.32
1	2015-11-11 04:32	6.33	95.3	26.04	12.46	-68.84	53200	88	10.31
1	2015-11-11 04:34	6.33	95.4	26.04	12.46	-68.84	53450	88	10.32
1	2015-11-11 04:36	6.33	95.4	26.05	12.47	-68.8	53280	88	10.29
1	2015-11-11 04:38	6.33	95.4	26.04	12.47	-68.78	53300	88	10.32
1	2015-11-11 04:40	6.32	95.3	26.04	12.47	-68.78	53320	88	10.31
1	2015-11-11 04:42	6.33	95.3	26.04	12.48	-68.76	53320	88	10.29
1	2015-11-11 04:44	6.33	95.4	26.04	12.49	-68.74	53390	88	10.31
1	2015-11-11 04:46	6.33	95.4	26.04	12.49	-68.71	53310	88	10.29
1	2015-11-11 04:48	6.32	95.2	26.04	12.5	-68.7	53460	88	10.29
1	2015-11-11 04:50	6.33	95.3	26.04	12.5	-68.69	53400	88	10.31
1	2015-11-11 04:52	6.33	95.3	26.04	12.51	-68.65	53390	88	10.25
1	2015-11-11 04:54	6.33	95.5	26.04	12.51	-68.65	53350	88	10.29
1	2015-11-11 04:56	6.33	95.4	26.04	12.52	-68.62	53380	88	10.29
1	2015-11-11 04:58	6.32	95.2	26.04	12.52	-68.61	53300	88	10.29
1	2015-11-11 05:00	6.32	95.2	26.04	12.52	-68.61	53330	88	10.29
1	2015-11-11 05:02	6.33	95.3	26.04	12.53	-68.58	53300	88	10.29
1	2015-11-11 05:04	6.32	95.3	26.04	12.54	-68.56	53390	88	10.31
1	2015-11-11 05:06	6.31	95.1	26.04	12.55	-68.51	53360	88	10.31
1	2015-11-11 05:08	6.32	95.2	26.04	12.55	-68.51	53350	88	10.31
1	2015-11-11 05:10	6.33	95.4	26.04	12.55	-68.5	53270	88	10.31
1	2015-11-11 05:12	6.32	95.3	26.03	12.56	-68.48	53380	88	10.29
1	2015-11-11 05:14	6.33	95.3	26.04	12.56	-68.49	53290	88	10.31
1	2015-11-11 05:16	6.33	95.4	26.03	12.56	-68.48	53390	88	10.27
1	2015-11-11 05:18	6.31	95.2	26.03	12.57	-68.43	53400	88	10.27
1	2015-11-11 05:20	6.33	95.3	26.03	12.58	-68.42	53360	87	10.31
1	2015-11-11 05:22	6.31	95.1	26.03	12.58	-68.42	53360	87	10.31
1	2015-11-11 05:24	6.32	95.3	26.03	12.59	-68.38	53360	87	10.27
1	2015-11-11 05:26	6.33	95.4	26.04	12.59	-68.37	53380	88	10.29
1	2015-11-11 05:28	6.32	95.2	26.03	12.6	-68.35	53390	88	10.25
1	2015-11-11 05:30	6.32	95.3	26.03	12.6	-68.33	53360	88	10.27
1	2015-11-11 05:32	6.31	95.1	26.03	12.6	-68.34	53420	88	10.25
1	2015-11-11 05:34	6.33	95.3	26.03	12.61	-68.32	53320	88	10.27
1	2015-11-11 05:36	6.32	95.2	26.03	12.6	-68.34	53290	88	10.29
1	2015-11-11 05:38	6.31	95.1	26.03	12.61	-68.3	53290	88	10.29
1	2015-11-11 05:40	6.32	95.2	26.03	12.62	-68.27	53400	88	10.27
1	2015-11-11 05:42	6.32	95.2	26.03	12.62	-68.27	53370	88	10.27
1	2015-11-11 05:44	6.31	95.1	26.03	12.63	-68.23	53290	88	10.27
1	2015-11-11 05:46	6.31	95.1	26.03	12.63	-68.24	53400	88	10.29
1	2015-11-11 05:48	6.31	95.1	26.03	12.63	-68.24	53410	88	10.27
1	2015-11-11 05:50	6.32	95.1	26.03	12.63	-68.22	53340	88	10.29
1	2015-11-11 05:52	6.31	95.1	26.03	12.64	-68.2	53370	88	10.29
1	2015-11-11 05:54	6.31	95	26.03	12.66	-68.14	53380	88	10.31
1	2015-11-11 05:56	6.33	95.3	26.03	12.64	-68.19	53310	88	10.25
1	2015-11-11 05:58	6.31	95.1	26.03	12.65	-68.17	53400	88	10.27
1	2015-11-11 06:00	6.32	95.2	26.03	12.66	-68.13	53420	88	10.29
1	2015-11-11 06:02	6.32	95.2	26.03	12.66	-68.12	53310	88	10.29
1	2015-11-11 06:04	6.31	95	26.02	12.66	-68.12	53350	88	10.27
1	2015-11-11 06:06	6.3	95	26.02	12.67	-68.08	53330	88	10.29
1	2015-11-11 06:08	6.31	95.1	26.02	12.67	-68.11	53280	88	10.29
1	2015-11-11 06:10	6.31	95	26.02	12.68	-68.08	53310	88	10.29
1	2015-11-11 06:12	6.31	95	26.02	12.68	-68.08	53370	88	10.29
1	2015-11-11 06:14	6.3	95	26.02	12.68	-68.06	53390	88	10.25
1	2015-11-11 06:16	6.3	94.8	26.02	12.69	-68.03	53270	88	10.29
1	2015-11-11 06:18	6.31	95.1	26.01	12.68	-68.05	53390	88	10.29
1	2015-11-11 06:20	6.31	95	26.01	12.69	-68.02	53340	88	10.27
1	2015-11-11 06:22	6.3	94.9	26.01	12.69	-68.02	53360	88	10.25
1	2015-11-11 06:24	6.3	94.9	26.01	12.69	-68.01	53310	88	10.25
1	2015-11-11 06:26	6.3	94.9	26.01	12.7	-67.98	53360	88	10.27
1	2015-11-11 06:28	6.3	94.9	26.01	12.71	-67.97	53340	88	10.29
1	2015-11-11 06:30	6.31	95	26.01	12.7	-67.97	53380	88	10.27
1	2015-11-11 06:32	6.31	95	26.01	12.7	-67.98	53340	88	10.27
1	2015-11-11 06:34	6.31	95.1	26.01	12.7	-67.98	53320	88	10.25
1	2015-11-11 06:36	6.3	94.9	26.01	12.71	-67.96	53450	88	10.25
1	2015-11-11 06:38	6.3	94.9	26.01	12.72	-67.93	53420	88	10.27
1	2015-11-11 06:40	6.3	94.9	26.01	12.72	-67.92	53290	88	10.27
1	2015-11-11 06:42	6.31	95	26.01	12.72	-67.91	53300	88	10.24
1	2015-11-11 06:44	6.3	94.9	26.01	12.73	-67.88	53380	88	10.27
1	2015-11-11 06:46	6.3	94.9	26.01	12.74	-67.86	53340	88	10.24
1	2015-11-11 06:48	6.3	94.9	26.01	12.74	-67.84	53360	88	10.24
1	2015-11-11 06:50	6.3	94.9	26.01	12.75	-67.82	53380	88	10.25
1	2015-11-11 06:52	6.3	94.8	26	12.75	-67.81	53270	88	10.24
