Sensor1	Sensor2	Sensor3	Sensor4	Sensor5	Sensor6
0.324815910082975	0.0516769828323334	0.0619217335019187	0.0968270376775422	0.0766513884980498	0.116204109331335
0.108157079976962	0.0479891143821476	0.0120158690382368	0.0202534546012885	0.0156107985976632	0.019906089312002
0.0579692148774598	0.200396238916341	0.236810858972547	0.148450503294782	0.150822143824428	0.0778850048525612
0.0574125085508967	0.0554833216565669	0.258087008982187	-0.0017177796911767	0.229759138193003	0.142547293609454
0.0750130813455598	0.29822915016851	0.0658674308255911	0.0880657676014494	0.0289318509972816	0.0708643852663613
0.0612860922791185	NaN	NaN	NaN	0.122647516316846	0.123563797756447
0.0482202116981227	NaN	NaN	NaN	0.181519765817711	NaN
0.181801174984059	NaN	NaN	NaN	NaN	NaN
0.140856453688968	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
39019.6354166667	39019.9270833334	39019.7708333334	39019.8368055556	39019.7986111111	39019.90625
39019.9548611111	39020.4479166667	39020.326388889	39020.2604166667	39020.1666666667	39020.2395833334
39020.2291666667	39020.7708333334	39020.7291666667	39020.7986111111	39020.53125	39020.5694444445
39020.451388889	39021.4201388889	39021.7256944444	39021.4479166666	39020.8715277779	39020.8402777779
39020.732638889	39021.7777777778	39022.0243055555	39021.9409722222	39021.1354166666	39021.5104166666
39020.96875	NaN	NaN	NaN	39021.5034722222	39021.8541666666
39021.3055555555	NaN	NaN	NaN	39021.9131944444	NaN
39021.8819444444	NaN	NaN	NaN	NaN	NaN
39022.2847222222	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
