Sensor1	Sensor2	Sensor3	Sensor4	Sensor5	Sensor6
0.516407601100127	0.181887568185857	0.0526872374370271	0.0937064516952546	0.112534967504416	0.301004768301112
0.286838827887522	0.0698082460723981	0.0271205169657378	0.0395357158240586	0.0888787129998434	0.117585532165521
0.0768950559546511	0.141218526311889	0.0641281073164919	0.0726918265079917	0.0697161681282523	0.444171425572932
0.107715738737426	0.0615145964094381	0.0693086269616003	0.0615585975911017	-0.00569940609167929	0.0929511066651685
0.170546402777092	NaN	NaN	NaN	0.0656628210833503	0.128524706606726
0.0458081059643689	NaN	NaN	NaN	0.0557738891199904	0.132579796325246
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
39032.5	39032.7395833334	39032.9965277778	39032.9097222222	39032.7708333334	39032.8368055555
39032.8680555555	39033.2118055555	39033.2673611111	39033.2569444445	39032.9826388889	39033.1770833334
39033.21875	39033.6076388889	39033.59375	39033.5208333334	39033.2291666666	39033.53125
39033.59375	39033.8819444445	39034.2673611111	39034.1145833334	39033.4791666666	39033.8298611111
39033.9479166666	NaN	NaN	NaN	39033.7638888889	39034.1180555555
39034.1979166666	NaN	NaN	NaN	39034.0416666666	39034.5069444445
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
